county,precinct,office,district,party,candidate,votes,provisional,election_day,mail_in
Washington,WASHINGTON 8 W 1,U.S. Senate,,DEM,ROBERT P CASEY JR,315,5,225,85
Washington,ALLENPORT,U.S. Senate,,REP,DAVE MCCORMICK,156,1,142,13
Washington,AMWELL 1,U.S. Senate,,REP,DAVE MCCORMICK,834,3,679,152
Washington,AMWELL 2,U.S. Senate,,REP,DAVE MCCORMICK,724,7,651,66
Washington,BEALLSVILLE,U.S. Senate,,REP,DAVE MCCORMICK,142,1,133,8
Washington,BENTLEYVILLE,U.S. Senate,,REP,DAVE MCCORMICK,691,11,595,85
Washington,BLAINE,U.S. Senate,,REP,DAVE MCCORMICK,235,0,221,14
Washington,BUFFALO,U.S. Senate,,REP,DAVE MCCORMICK,841,3,730,108
Washington,BURGETTSTOWN,U.S. Senate,,REP,DAVE MCCORMICK,401,1,332,68
Washington,CALIFORNIA 1,U.S. Senate,,REP,DAVE MCCORMICK,128,1,109,18
Washington,CALIFORNIA 2,U.S. Senate,,REP,DAVE MCCORMICK,214,0,191,23
Washington,CALIFORNIA 3,U.S. Senate,,REP,DAVE MCCORMICK,229,0,210,19
Washington,CALIFORNIA 4,U.S. Senate,,REP,DAVE MCCORMICK,392,0,321,71
Washington,CANONSBURG 1 W 3,U.S. Senate,,REP,DAVE MCCORMICK,338,5,293,40
Washington,CANONSBURG 1 W 4,U.S. Senate,,REP,DAVE MCCORMICK,696,2,571,123
Washington,CANONSBURG 2 W 1,U.S. Senate,,REP,DAVE MCCORMICK,312,0,275,37
Washington,CANONSBURG 2 W 2,U.S. Senate,,REP,DAVE MCCORMICK,484,5,413,66
Washington,CANONSBURG 3 W 1,U.S. Senate,,REP,DAVE MCCORMICK,283,0,244,39
Washington,CANONSBURG 3 W 3,U.S. Senate,,REP,DAVE MCCORMICK,326,4,289,33
Washington,CANTON 1,U.S. Senate,,REP,DAVE MCCORMICK,401,3,340,58
Washington,CANTON 2,U.S. Senate,,REP,DAVE MCCORMICK,648,2,553,93
Washington,CANTON 4,U.S. Senate,,REP,DAVE MCCORMICK,570,4,489,77
Washington,CANTON 5,U.S. Senate,,REP,DAVE MCCORMICK,882,3,753,126
Washington,CARROLL 1,U.S. Senate,,REP,DAVE MCCORMICK,101,0,90,11
Washington,CARROLL 2,U.S. Senate,,REP,DAVE MCCORMICK,452,1,388,63
Washington,CARROLL 3,U.S. Senate,,REP,DAVE MCCORMICK,378,1,333,44
Washington,CARROLL 4,U.S. Senate,,REP,DAVE MCCORMICK,688,7,574,107
Washington,CARROLL 5,U.S. Senate,,REP,DAVE MCCORMICK,379,0,315,64
Washington,CECIL 1,U.S. Senate,,REP,DAVE MCCORMICK,511,4,416,91
Washington,CECIL 2,U.S. Senate,,REP,DAVE MCCORMICK,413,0,349,64
Washington,CECIL 3,U.S. Senate,,REP,DAVE MCCORMICK,701,0,594,107
Washington,CECIL 4,U.S. Senate,,REP,DAVE MCCORMICK,593,1,495,97
Washington,CECIL 5,U.S. Senate,,REP,DAVE MCCORMICK,866,0,692,174
Washington,CECIL 6,U.S. Senate,,REP,DAVE MCCORMICK,1516,13,1071,432
Washington,CECIL 7,U.S. Senate,,REP,DAVE MCCORMICK,766,3,546,217
Washington,CECIL 8,U.S. Senate,,REP,DAVE MCCORMICK,492,0,421,71
Washington,CENTERVILLE 1,U.S. Senate,,REP,DAVE MCCORMICK,242,0,215,27
Washington,CENTERVILLE 2,U.S. Senate,,REP,DAVE MCCORMICK,301,3,257,41
Washington,CENTERVILLE 3,U.S. Senate,,REP,DAVE MCCORMICK,52,0,44,8
Washington,CENTERVILLE 4,U.S. Senate,,REP,DAVE MCCORMICK,277,0,245,32
Washington,CENTERVILLE 5,U.S. Senate,,REP,DAVE MCCORMICK,66,0,60,6
Washington,CENTERVILLE 6,U.S. Senate,,REP,DAVE MCCORMICK,164,0,151,13
Washington,CHARLEROI 2,U.S. Senate,,REP,DAVE MCCORMICK,204,2,161,41
Washington,CHARLEROI 3,U.S. Senate,,REP,DAVE MCCORMICK,209,1,171,37
Washington,CHARLEROI 4,U.S. Senate,,REP,DAVE MCCORMICK,115,1,91,23
Washington,CHARLEROI 6,U.S. Senate,,REP,DAVE MCCORMICK,170,0,155,15
Washington,CHARTIERS 1,U.S. Senate,,REP,DAVE MCCORMICK,213,0,171,42
Washington,CHARTIERS 2,U.S. Senate,,REP,DAVE MCCORMICK,424,1,363,60
Washington,CHARTIERS 3,U.S. Senate,,REP,DAVE MCCORMICK,869,1,695,173
Washington,CHARTIERS 5,U.S. Senate,,REP,DAVE MCCORMICK,367,0,304,63
Washington,CHARTIERS 6,U.S. Senate,,REP,DAVE MCCORMICK,555,0,468,87
Washington,CHARTIERS 7,U.S. Senate,,REP,DAVE MCCORMICK,839,3,663,173
Washington,CLAYSVILLE,U.S. Senate,,REP,DAVE MCCORMICK,230,1,214,15
Washington,COAL CENTER,U.S. Senate,,REP,DAVE MCCORMICK,29,0,25,4
Washington,COKEBURG,U.S. Senate,,REP,DAVE MCCORMICK,150,0,131,19
Washington,CROSS CREEK 1,U.S. Senate,,REP,DAVE MCCORMICK,161,0,145,16
Washington,CROSS CREEK 2,U.S. Senate,,REP,DAVE MCCORMICK,156,0,142,14
Washington,CROSS CREEK 3,U.S. Senate,,REP,DAVE MCCORMICK,241,0,215,26
Washington,DEEMSTON,U.S. Senate,,REP,DAVE MCCORMICK,326,0,295,31
Washington,DONEGAL 1,U.S. Senate,,REP,DAVE MCCORMICK,514,3,456,55
Washington,DONEGAL 2,U.S. Senate,,REP,DAVE MCCORMICK,510,6,445,59
Washington,DONORA 1,U.S. Senate,,REP,DAVE MCCORMICK,124,3,101,20
Washington,DONORA 2,U.S. Senate,,REP,DAVE MCCORMICK,203,1,179,23
Washington,DONORA 4,U.S. Senate,,REP,DAVE MCCORMICK,262,3,225,34
Washington,DONORA 5,U.S. Senate,,REP,DAVE MCCORMICK,140,0,114,26
Washington,DONORA 7,U.S. Senate,,REP,DAVE MCCORMICK,155,1,139,15
Washington,DUNLEVY,U.S. Senate,,REP,DAVE MCCORMICK,123,0,106,17
Washington,EAST BETHLEHEM 1 W,U.S. Senate,,REP,DAVE MCCORMICK,164,0,155,9
Washington,EAST BETHLEHEM 2 W,U.S. Senate,,REP,DAVE MCCORMICK,223,0,212,11
Washington,EAST BETHLEHEM 3 W,U.S. Senate,,REP,DAVE MCCORMICK,87,2,74,11
Washington,EAST BETHLEHEM 4 W,U.S. Senate,,REP,DAVE MCCORMICK,173,1,159,13
Washington,EAST FINLEY,U.S. Senate,,REP,DAVE MCCORMICK,534,0,478,56
Washington,EAST WASHINGTON,U.S. Senate,,REP,DAVE MCCORMICK,453,4,384,65
Washington,ELCO,U.S. Senate,,REP,DAVE MCCORMICK,83,0,75,8
Washington,ELLSWORTH,U.S. Senate,,REP,DAVE MCCORMICK,236,0,216,20
Washington,FALLOWFIELD 1,U.S. Senate,,REP,DAVE MCCORMICK,589,1,496,92
Washington,FALLOWFIELD 2,U.S. Senate,,REP,DAVE MCCORMICK,240,0,208,32
Washington,FALLOWFIELD 3,U.S. Senate,,REP,DAVE MCCORMICK,368,1,316,51
Washington,FALLOWFIELD 4,U.S. Senate,,REP,DAVE MCCORMICK,476,2,418,56
Washington,FINLEYVILLE,U.S. Senate,,REP,DAVE MCCORMICK,131,3,115,13
Washington,GREEN HILLS,U.S. Senate,,REP,DAVE MCCORMICK,8,0,5,3
Washington,HANOVER 1,U.S. Senate,,REP,DAVE MCCORMICK,552,0,495,57
Washington,HANOVER 2,U.S. Senate,,REP,DAVE MCCORMICK,433,1,387,45
Washington,HOPEWELL,U.S. Senate,,REP,DAVE MCCORMICK,400,0,355,45
Washington,HOUSTON,U.S. Senate,,REP,DAVE MCCORMICK,331,0,293,38
Washington,INDEPENDENCE 1,U.S. Senate,,REP,DAVE MCCORMICK,380,0,334,46
Washington,INDEPENDENCE 2,U.S. Senate,,REP,DAVE MCCORMICK,253,2,234,17
Washington,JEFFERSON,U.S. Senate,,REP,DAVE MCCORMICK,444,1,411,32
Washington,LONG BRANCH,U.S. Senate,,REP,DAVE MCCORMICK,193,0,176,17
Washington,MARIANNA,U.S. Senate,,REP,DAVE MCCORMICK,94,2,91,1
Washington,MIDWAY,U.S. Senate,,REP,DAVE MCCORMICK,305,0,284,21
Washington,MONONGAHELA 1,U.S. Senate,,REP,DAVE MCCORMICK,255,0,222,33
Washington,MONONGAHELA 2 W 1,U.S. Senate,,REP,DAVE MCCORMICK,183,1,164,18
Washington,MONONGAHELA 2 W 3,U.S. Senate,,REP,DAVE MCCORMICK,225,2,196,27
Washington,MONONGAHELA 3 W 1,U.S. Senate,,REP,DAVE MCCORMICK,138,0,117,21
Washington,MONONGAHELA 3 W 2,U.S. Senate,,REP,DAVE MCCORMICK,338,0,293,45
Washington,MORRIS,U.S. Senate,,REP,DAVE MCCORMICK,400,2,353,45
Washington,MT PLEASANT 1,U.S. Senate,,REP,DAVE MCCORMICK,993,1,820,172
Washington,MT PLEASANT 2,U.S. Senate,,REP,DAVE MCCORMICK,254,1,211,42
Washington,MT PLEASANT 3,U.S. Senate,,REP,DAVE MCCORMICK,109,0,102,7
Washington,MT PLEASANT 4,U.S. Senate,,REP,DAVE MCCORMICK,110,0,98,12
Washington,MCDONALD,U.S. Senate,,REP,DAVE MCCORMICK,472,6,423,43
Washington,NEW EAGLE 1,U.S. Senate,,REP,DAVE MCCORMICK,316,1,272,43
Washington,NEW EAGLE 2,U.S. Senate,,REP,DAVE MCCORMICK,359,1,321,37
Washington,NORTH BETHLEHEM,U.S. Senate,,REP,DAVE MCCORMICK,578,5,494,79
Washington,NORTH CHARLEROI,U.S. Senate,,REP,DAVE MCCORMICK,284,4,256,24
Washington,NORTH FRANKLIN 1,U.S. Senate,,REP,DAVE MCCORMICK,701,3,561,137
Washington,NORTH FRANKLIN 2,U.S. Senate,,REP,DAVE MCCORMICK,444,1,372,71
Washington,NORTH FRANKLIN 3,U.S. Senate,,REP,DAVE MCCORMICK,465,4,390,71
Washington,NORTH STRABANE 1,U.S. Senate,,REP,DAVE MCCORMICK,699,1,478,220
Washington,NORTH STRABANE 2,U.S. Senate,,REP,DAVE MCCORMICK,975,8,709,258
Washington,NORTH STRABANE 3,U.S. Senate,,REP,DAVE MCCORMICK,796,1,635,160
Washington,NORTH STRABANE 4,U.S. Senate,,REP,DAVE MCCORMICK,556,6,421,129
Washington,NORTH STRABANE 5,U.S. Senate,,REP,DAVE MCCORMICK,635,1,501,133
Washington,NORTH STRABANE 6,U.S. Senate,,REP,DAVE MCCORMICK,508,3,407,98
Washington,NORTH STRABANE 7,U.S. Senate,,REP,DAVE MCCORMICK,734,9,581,144
Washington,NORTH STRABANE 8,U.S. Senate,,REP,DAVE MCCORMICK,709,6,536,167
Washington,NORTH STRABANE 9,U.S. Senate,,REP,DAVE MCCORMICK,760,3,556,201
Washington,NOTTINGHAM 1,U.S. Senate,,REP,DAVE MCCORMICK,739,3,614,122
Washington,NOTTINGHAM 2,U.S. Senate,,REP,DAVE MCCORMICK,616,4,490,122
Washington,PETERS A 1,U.S. Senate,,REP,DAVE MCCORMICK,427,2,330,95
Washington,PETERS A 2,U.S. Senate,,REP,DAVE MCCORMICK,620,3,503,114
Washington,PETERS A 3,U.S. Senate,,REP,DAVE MCCORMICK,853,4,669,180
Washington,PETERS B 1,U.S. Senate,,REP,DAVE MCCORMICK,750,3,556,191
Washington,PETERS B 2,U.S. Senate,,REP,DAVE MCCORMICK,1111,4,820,287
Washington,PETERS B 3,U.S. Senate,,REP,DAVE MCCORMICK,1204,5,921,278
Washington,PETERS C 1,U.S. Senate,,REP,DAVE MCCORMICK,734,3,594,137
Washington,PETERS C 2,U.S. Senate,,REP,DAVE MCCORMICK,588,2,483,103
Washington,PETERS C 3,U.S. Senate,,REP,DAVE MCCORMICK,631,1,474,156
Washington,PETERS D 1,U.S. Senate,,REP,DAVE MCCORMICK,1291,3,964,324
Washington,PETERS D 2,U.S. Senate,,REP,DAVE MCCORMICK,761,4,548,209
Washington,PETERS D 3,U.S. Senate,,REP,DAVE MCCORMICK,574,0,446,128
Washington,ROBINSON 1,U.S. Senate,,REP,DAVE MCCORMICK,172,1,145,26
Washington,ROBINSON 2,U.S. Senate,,REP,DAVE MCCORMICK,186,0,168,18
Washington,ROBINSON 3,U.S. Senate,,REP,DAVE MCCORMICK,245,2,224,19
Washington,ROSCOE,U.S. Senate,,REP,DAVE MCCORMICK,228,2,209,17
Washington,SMITH 1,U.S. Senate,,REP,DAVE MCCORMICK,299,1,257,41
Washington,SMITH 2,U.S. Senate,,REP,DAVE MCCORMICK,243,3,219,21
Washington,SMITH 3,U.S. Senate,,REP,DAVE MCCORMICK,246,0,224,22
Washington,SMITH 4,U.S. Senate,,REP,DAVE MCCORMICK,152,0,133,19
Washington,SMITH 5,U.S. Senate,,REP,DAVE MCCORMICK,175,1,153,21
Washington,SMITH 6,U.S. Senate,,REP,DAVE MCCORMICK,232,0,210,22
Washington,SMITH 7,U.S. Senate,,REP,DAVE MCCORMICK,142,1,133,8
Washington,SOMERSET 1,U.S. Senate,,REP,DAVE MCCORMICK,485,0,412,73
Washington,SOMERSET 2,U.S. Senate,,REP,DAVE MCCORMICK,612,3,536,73
Washington,SOUTH FRANKLIN 1,U.S. Senate,,REP,DAVE MCCORMICK,488,1,425,62
Washington,SOUTH FRANKLIN 2,U.S. Senate,,REP,DAVE MCCORMICK,724,1,607,116
Washington,SOUTH STRABANE 1,U.S. Senate,,REP,DAVE MCCORMICK,444,3,366,75
Washington,SOUTH STRABANE 2,U.S. Senate,,REP,DAVE MCCORMICK,566,6,463,97
Washington,SOUTH STRABANE 3,U.S. Senate,,REP,DAVE MCCORMICK,635,7,478,150
Washington,SOUTH STRABANE 4,U.S. Senate,,REP,DAVE MCCORMICK,619,1,515,103
Washington,SOUTH STRABANE 5,U.S. Senate,,REP,DAVE MCCORMICK,567,3,442,122
Washington,SOUTH STRABANE 6,U.S. Senate,,REP,DAVE MCCORMICK,635,2,509,124
Washington,SPEERS,U.S. Senate,,REP,DAVE MCCORMICK,433,4,375,54
Washington,STOCKDALE,U.S. Senate,,REP,DAVE MCCORMICK,158,1,140,17
Washington,TWILIGHT,U.S. Senate,,REP,DAVE MCCORMICK,74,1,66,7
Washington,UNION 1,U.S. Senate,,REP,DAVE MCCORMICK,596,4,505,87
Washington,UNION 2,U.S. Senate,,REP,DAVE MCCORMICK,294,1,266,27
Washington,UNION 4,U.S. Senate,,REP,DAVE MCCORMICK,150,0,143,7
Washington,UNION 5,U.S. Senate,,REP,DAVE MCCORMICK,486,1,400,85
Washington,UNION 6,U.S. Senate,,REP,DAVE MCCORMICK,323,0,283,40
Washington,UNION 7,U.S. Senate,,REP,DAVE MCCORMICK,321,0,260,61
Washington,WEST BETHLEHEM,U.S. Senate,,REP,DAVE MCCORMICK,477,0,431,46
Washington,WEST BROWNSVILLE 1,U.S. Senate,,REP,DAVE MCCORMICK,82,0,76,6
Washington,WEST BROWNSVILLE 2,U.S. Senate,,REP,DAVE MCCORMICK,191,1,179,11
Washington,WEST FINLEY 1,U.S. Senate,,REP,DAVE MCCORMICK,153,0,128,25
Washington,WEST FINLEY 2,U.S. Senate,,REP,DAVE MCCORMICK,201,0,189,12
Washington,WEST MIDDLETOWN,U.S. Senate,,REP,DAVE MCCORMICK,53,0,49,4
Washington,WEST PIKE RUN 1,U.S. Senate,,REP,DAVE MCCORMICK,388,0,341,47
Washington,WEST PIKE RUN 2,U.S. Senate,,REP,DAVE MCCORMICK,186,0,168,18
Washington,WASHINGTON 2 W 1,U.S. Senate,,REP,DAVE MCCORMICK,105,1,86,18
Washington,WASHINGTON 3 W 1,U.S. Senate,,REP,DAVE MCCORMICK,43,1,32,10
Washington,WASHINGTON 4,U.S. Senate,,REP,DAVE MCCORMICK,70,1,57,12
Washington,WASHINGTON 5 W 1,U.S. Senate,,REP,DAVE MCCORMICK,179,2,159,18
Washington,WASHINGTON 5 W 2,U.S. Senate,,REP,DAVE MCCORMICK,234,0,191,43
Washington,WASHINGTON 6 W 1,U.S. Senate,,REP,DAVE MCCORMICK,192,0,155,37
Washington,WASHINGTON 6 W 3,U.S. Senate,,REP,DAVE MCCORMICK,118,1,97,20
Washington,WASHINGTON 7 W 1,U.S. Senate,,REP,DAVE MCCORMICK,157,0,132,25
Washington,WASHINGTON 7 W 2,U.S. Senate,,REP,DAVE MCCORMICK,312,1,256,55
Washington,WASHINGTON 7 W 3,U.S. Senate,,REP,DAVE MCCORMICK,283,4,230,49
Washington,WASHINGTON 8 W 1,U.S. Senate,,REP,DAVE MCCORMICK,225,1,199,25
Washington,ALLENPORT,U.S. Senate,,LIB,JOHN C THOMAS,2,0,1,1
Washington,AMWELL 1,U.S. Senate,,LIB,JOHN C THOMAS,19,0,13,6
Washington,AMWELL 2,U.S. Senate,,LIB,JOHN C THOMAS,11,0,8,3
Washington,BEALLSVILLE,U.S. Senate,,LIB,JOHN C THOMAS,7,0,6,1
Washington,BENTLEYVILLE,U.S. Senate,,LIB,JOHN C THOMAS,23,0,21,2
Washington,BLAINE,U.S. Senate,,LIB,JOHN C THOMAS,7,0,7,0
Washington,BUFFALO,U.S. Senate,,LIB,JOHN C THOMAS,17,0,15,2
Washington,BURGETTSTOWN,U.S. Senate,,LIB,JOHN C THOMAS,11,0,11,0
Washington,CALIFORNIA 1,U.S. Senate,,LIB,JOHN C THOMAS,7,0,6,1
Washington,CALIFORNIA 2,U.S. Senate,,LIB,JOHN C THOMAS,10,0,10,0
Washington,CALIFORNIA 3,U.S. Senate,,LIB,JOHN C THOMAS,7,0,7,0
Washington,CALIFORNIA 4,U.S. Senate,,LIB,JOHN C THOMAS,9,0,8,1
Washington,CANONSBURG 1 W 3,U.S. Senate,,LIB,JOHN C THOMAS,12,0,10,2
Washington,CANONSBURG 1 W 4,U.S. Senate,,LIB,JOHN C THOMAS,13,0,12,1
Washington,CANONSBURG 2 W 1,U.S. Senate,,LIB,JOHN C THOMAS,9,0,8,1
Washington,CANONSBURG 2 W 2,U.S. Senate,,LIB,JOHN C THOMAS,17,0,16,1
Washington,CANONSBURG 3 W 1,U.S. Senate,,LIB,JOHN C THOMAS,13,0,12,1
Washington,CANONSBURG 3 W 3,U.S. Senate,,LIB,JOHN C THOMAS,15,0,14,1
Washington,CANTON 1,U.S. Senate,,LIB,JOHN C THOMAS,15,0,12,3
Washington,CANTON 2,U.S. Senate,,LIB,JOHN C THOMAS,24,0,21,3
Washington,CANTON 4,U.S. Senate,,LIB,JOHN C THOMAS,12,0,11,1
Washington,CANTON 5,U.S. Senate,,LIB,JOHN C THOMAS,18,0,12,6
Washington,CARROLL 1,U.S. Senate,,LIB,JOHN C THOMAS,4,0,3,1
Washington,CARROLL 2,U.S. Senate,,LIB,JOHN C THOMAS,10,0,9,1
Washington,CARROLL 3,U.S. Senate,,LIB,JOHN C THOMAS,5,0,4,1
Washington,CARROLL 4,U.S. Senate,,LIB,JOHN C THOMAS,8,0,8,0
Washington,CARROLL 5,U.S. Senate,,LIB,JOHN C THOMAS,7,0,5,2
Washington,CECIL 1,U.S. Senate,,LIB,JOHN C THOMAS,12,0,10,2
Washington,CECIL 2,U.S. Senate,,LIB,JOHN C THOMAS,6,0,6,0
Washington,CECIL 3,U.S. Senate,,LIB,JOHN C THOMAS,15,0,11,4
Washington,CECIL 4,U.S. Senate,,LIB,JOHN C THOMAS,23,1,19,3
Washington,CECIL 5,U.S. Senate,,LIB,JOHN C THOMAS,14,0,12,2
Washington,CECIL 6,U.S. Senate,,LIB,JOHN C THOMAS,37,1,27,9
Washington,CECIL 7,U.S. Senate,,LIB,JOHN C THOMAS,12,0,9,3
Washington,CECIL 8,U.S. Senate,,LIB,JOHN C THOMAS,17,0,14,3
Washington,CENTERVILLE 1,U.S. Senate,,LIB,JOHN C THOMAS,2,0,2,0
Washington,CENTERVILLE 2,U.S. Senate,,LIB,JOHN C THOMAS,11,0,9,2
Washington,CENTERVILLE 3,U.S. Senate,,LIB,JOHN C THOMAS,3,0,2,1
Washington,CENTERVILLE 4,U.S. Senate,,LIB,JOHN C THOMAS,8,0,8,0
Washington,CENTERVILLE 5,U.S. Senate,,LIB,JOHN C THOMAS,5,0,4,1
Washington,CENTERVILLE 6,U.S. Senate,,LIB,JOHN C THOMAS,3,0,3,0
Washington,CHARLEROI 2,U.S. Senate,,LIB,JOHN C THOMAS,3,0,1,2
Washington,CHARLEROI 3,U.S. Senate,,LIB,JOHN C THOMAS,5,0,3,2
Washington,CHARLEROI 4,U.S. Senate,,LIB,JOHN C THOMAS,3,1,1,1
Washington,CHARLEROI 6,U.S. Senate,,LIB,JOHN C THOMAS,2,0,1,1
Washington,CHARTIERS 1,U.S. Senate,,LIB,JOHN C THOMAS,4,0,2,2
Washington,CHARTIERS 2,U.S. Senate,,LIB,JOHN C THOMAS,9,0,8,1
Washington,CHARTIERS 3,U.S. Senate,,LIB,JOHN C THOMAS,17,0,13,4
Washington,CHARTIERS 5,U.S. Senate,,LIB,JOHN C THOMAS,6,0,6,0
Washington,CHARTIERS 6,U.S. Senate,,LIB,JOHN C THOMAS,15,0,14,1
Washington,CHARTIERS 7,U.S. Senate,,LIB,JOHN C THOMAS,12,0,8,4
Washington,CLAYSVILLE,U.S. Senate,,LIB,JOHN C THOMAS,9,0,8,1
Washington,COAL CENTER,U.S. Senate,,LIB,JOHN C THOMAS,1,0,1,0
Washington,COKEBURG,U.S. Senate,,LIB,JOHN C THOMAS,4,0,4,0
Washington,CROSS CREEK 1,U.S. Senate,,LIB,JOHN C THOMAS,5,0,4,1
Washington,CROSS CREEK 2,U.S. Senate,,LIB,JOHN C THOMAS,8,0,7,1
Washington,CROSS CREEK 3,U.S. Senate,,LIB,JOHN C THOMAS,5,0,5,0
Washington,DEEMSTON,U.S. Senate,,LIB,JOHN C THOMAS,9,0,9,0
Washington,DONEGAL 1,U.S. Senate,,LIB,JOHN C THOMAS,9,0,6,3
Washington,DONEGAL 2,U.S. Senate,,LIB,JOHN C THOMAS,9,0,9,0
Washington,DONORA 1,U.S. Senate,,LIB,JOHN C THOMAS,3,0,3,0
Washington,DONORA 2,U.S. Senate,,LIB,JOHN C THOMAS,10,0,9,1
Washington,DONORA 4,U.S. Senate,,LIB,JOHN C THOMAS,6,0,4,2
Washington,DONORA 5,U.S. Senate,,LIB,JOHN C THOMAS,9,1,6,2
Washington,DONORA 7,U.S. Senate,,LIB,JOHN C THOMAS,0,0,0,0
Washington,DUNLEVY,U.S. Senate,,LIB,JOHN C THOMAS,8,0,7,1
Washington,EAST BETHLEHEM 1 W,U.S. Senate,,LIB,JOHN C THOMAS,7,0,6,1
Washington,EAST BETHLEHEM 2 W,U.S. Senate,,LIB,JOHN C THOMAS,3,0,3,0
Washington,EAST BETHLEHEM 3 W,U.S. Senate,,LIB,JOHN C THOMAS,4,0,4,0
Washington,EAST BETHLEHEM 4 W,U.S. Senate,,LIB,JOHN C THOMAS,4,0,3,1
Washington,EAST FINLEY,U.S. Senate,,LIB,JOHN C THOMAS,10,0,8,2
Washington,EAST WASHINGTON,U.S. Senate,,LIB,JOHN C THOMAS,22,0,20,2
Washington,ELCO,U.S. Senate,,LIB,JOHN C THOMAS,2,0,2,0
Washington,ELLSWORTH,U.S. Senate,,LIB,JOHN C THOMAS,8,0,7,1
Washington,FALLOWFIELD 1,U.S. Senate,,LIB,JOHN C THOMAS,9,0,9,0
Washington,FALLOWFIELD 2,U.S. Senate,,LIB,JOHN C THOMAS,4,0,4,0
Washington,FALLOWFIELD 3,U.S. Senate,,LIB,JOHN C THOMAS,5,0,5,0
Washington,FALLOWFIELD 4,U.S. Senate,,LIB,JOHN C THOMAS,20,1,17,2
Washington,FINLEYVILLE,U.S. Senate,,LIB,JOHN C THOMAS,3,0,3,0
Washington,GREEN HILLS,U.S. Senate,,LIB,JOHN C THOMAS,0,0,0,0
Washington,HANOVER 1,U.S. Senate,,LIB,JOHN C THOMAS,10,0,9,1
Washington,HANOVER 2,U.S. Senate,,LIB,JOHN C THOMAS,10,0,8,2
Washington,HOPEWELL,U.S. Senate,,LIB,JOHN C THOMAS,6,0,4,2
Washington,HOUSTON,U.S. Senate,,LIB,JOHN C THOMAS,13,0,12,1
Washington,INDEPENDENCE 1,U.S. Senate,,LIB,JOHN C THOMAS,7,0,5,2
Washington,INDEPENDENCE 2,U.S. Senate,,LIB,JOHN C THOMAS,7,0,7,0
Washington,JEFFERSON,U.S. Senate,,LIB,JOHN C THOMAS,13,0,12,1
Washington,LONG BRANCH,U.S. Senate,,LIB,JOHN C THOMAS,7,0,7,0
Washington,MARIANNA,U.S. Senate,,LIB,JOHN C THOMAS,8,0,8,0
Washington,MIDWAY,U.S. Senate,,LIB,JOHN C THOMAS,5,1,2,2
Washington,MONONGAHELA 1,U.S. Senate,,LIB,JOHN C THOMAS,7,0,7,0
Washington,MONONGAHELA 2 W 1,U.S. Senate,,LIB,JOHN C THOMAS,10,0,8,2
Washington,MONONGAHELA 2 W 3,U.S. Senate,,LIB,JOHN C THOMAS,7,0,7,0
Washington,MONONGAHELA 3 W 1,U.S. Senate,,LIB,JOHN C THOMAS,4,0,4,0
Washington,MONONGAHELA 3 W 2,U.S. Senate,,LIB,JOHN C THOMAS,11,0,11,0
Washington,MORRIS,U.S. Senate,,LIB,JOHN C THOMAS,11,0,8,3
Washington,MT PLEASANT 1,U.S. Senate,,LIB,JOHN C THOMAS,18,0,14,4
Washington,MT PLEASANT 2,U.S. Senate,,LIB,JOHN C THOMAS,1,0,1,0
Washington,MT PLEASANT 3,U.S. Senate,,LIB,JOHN C THOMAS,3,0,3,0
Washington,MT PLEASANT 4,U.S. Senate,,LIB,JOHN C THOMAS,1,0,1,0
Washington,MCDONALD,U.S. Senate,,LIB,JOHN C THOMAS,11,0,10,1
Washington,NEW EAGLE 1,U.S. Senate,,LIB,JOHN C THOMAS,8,0,8,0
Washington,NEW EAGLE 2,U.S. Senate,,LIB,JOHN C THOMAS,9,0,9,0
Washington,NORTH BETHLEHEM,U.S. Senate,,LIB,JOHN C THOMAS,10,0,5,5
Washington,NORTH CHARLEROI,U.S. Senate,,LIB,JOHN C THOMAS,10,0,6,4
Washington,NORTH FRANKLIN 1,U.S. Senate,,LIB,JOHN C THOMAS,11,1,7,3
Washington,NORTH FRANKLIN 2,U.S. Senate,,LIB,JOHN C THOMAS,11,0,5,6
Washington,NORTH FRANKLIN 3,U.S. Senate,,LIB,JOHN C THOMAS,10,0,10,0
Washington,NORTH STRABANE 1,U.S. Senate,,LIB,JOHN C THOMAS,10,0,7,3
Washington,NORTH STRABANE 2,U.S. Senate,,LIB,JOHN C THOMAS,18,0,14,4
Washington,NORTH STRABANE 3,U.S. Senate,,LIB,JOHN C THOMAS,18,0,18,0
Washington,NORTH STRABANE 4,U.S. Senate,,LIB,JOHN C THOMAS,6,0,5,1
Washington,NORTH STRABANE 5,U.S. Senate,,LIB,JOHN C THOMAS,14,0,12,2
Washington,NORTH STRABANE 6,U.S. Senate,,LIB,JOHN C THOMAS,14,0,10,4
Washington,NORTH STRABANE 7,U.S. Senate,,LIB,JOHN C THOMAS,15,0,12,3
Washington,NORTH STRABANE 8,U.S. Senate,,LIB,JOHN C THOMAS,12,0,9,3
Washington,NORTH STRABANE 9,U.S. Senate,,LIB,JOHN C THOMAS,15,0,12,3
Washington,NOTTINGHAM 1,U.S. Senate,,LIB,JOHN C THOMAS,9,0,9,0
Washington,NOTTINGHAM 2,U.S. Senate,,LIB,JOHN C THOMAS,9,0,9,0
Washington,PETERS A 1,U.S. Senate,,LIB,JOHN C THOMAS,7,0,7,0
Washington,PETERS A 2,U.S. Senate,,LIB,JOHN C THOMAS,11,0,10,1
