county,precinct,office,district,candidate,party,election_day,mail,provisional,votes
Armstrong,Manorville Boro,PRESIDENT,,KAMALA D HARRIS,DEM,45,14,0,59
Armstrong,Manorville Boro,PRESIDENT,,JILL STEIN,GRN,1,0,0,1
Armstrong,Manorville Boro,PRESIDENT,,CHASE OLIVER,LIB,0,0,0,0
Armstrong,Manorville Boro,PRESIDENT,,Write-ins,,0,0,0,0
Armstrong,Manorville Boro,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,Manorville Boro,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,Manorville Boro,U.S. SENATE,,DAVE MCCORMICK,REP,140,23,0,163
Armstrong,Manorville Boro,U.S. SENATE,,ROBERT P CASEY JR,DEM,51,13,0,64
Armstrong,Manorville Boro,U.S. SENATE,,JOHN C THOMAS,LIB,9,1,0,10
Armstrong,Manorville Boro,U.S. SENATE,,LEILA HAZOU,GRN,3,0,0,3
Armstrong,Manorville Boro,U.S. SENATE,,MARTY SELKER,CST,0,0,0,0
Armstrong,Manorville Boro,U.S. SENATE,,Write-ins,,0,0,0,0
Armstrong,Manorville Boro,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,Manorville Boro,ATTORNEY GENERAL,,DAVE SUNDAY,REP,135,24,0,159
Armstrong,Manorville Boro,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,54,13,0,67
Armstrong,Manorville Boro,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,4,0,0,4
Armstrong,Manorville Boro,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,2,0,0,2
Armstrong,Manorville Boro,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,1,0,0,1
Armstrong,Manorville Boro,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,0,0,0,0
Armstrong,Manorville Boro,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,Manorville Boro,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Manorville Boro,AUDITOR GENERAL,,TIM DEFOOR,REP,137,23,0,160
Armstrong,Manorville Boro,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,48,13,0,61
Armstrong,Manorville Boro,AUDITOR GENERAL,,REECE SMITH,LIB,7,1,0,8
Armstrong,Manorville Boro,AUDITOR GENERAL,,BOB GOODRICH,CST,3,0,0,3
Armstrong,Manorville Boro,AUDITOR GENERAL,,ERIC K ANTON,ASP,0,0,0,0
Armstrong,Manorville Boro,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,Manorville Boro,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Manorville Boro,STATE TREASURER,,STACY GARRITY,REP,139,23,0,162
Armstrong,Manorville Boro,STATE TREASURER,,ERIN MCCLELLAND,DEM,52,11,0,63
Armstrong,Manorville Boro,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,3,1,0,4
Armstrong,Manorville Boro,STATE TREASURER,,CHRIS FOSTER,FWD,1,1,0,2
Armstrong,Manorville Boro,STATE TREASURER,,TROY BOWMAN,CST,0,0,0,0
Armstrong,Manorville Boro,STATE TREASURER,,Write-ins,,0,0,0,0
Armstrong,Manorville Boro,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,Manorville Boro,U.S. House,15,GLENN GT THOMPSON,REP,146,24,0,170
Armstrong,Manorville Boro,U.S. House,15,ZACH WOMER,DEM,49,12,0,61
Armstrong,Manorville Boro,U.S. House,15,Write-ins,,1,0,0,1
Armstrong,Manorville Boro,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,Manorville Boro,State Senate,41,JOE PITTMAN,REP,173,28,0,201
Armstrong,Manorville Boro,State Senate,41,Write-ins,,3,0,0,3
Armstrong,Manorville Boro,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,Manorville Boro,State House,60,ABBY MAJOR,REP,175,30,0,205
Armstrong,Manorville Boro,State House,60,Write-ins,,4,1,0,5
Armstrong,Manorville Boro,State House,60,Unresolved Write-In,,0,0,0,0
Armstrong,North Apollo Boro,Registered Voters,,,,,,,852
Armstrong,North Apollo Boro,Ballots Cast,,,,576,132,1,709
Armstrong,North Apollo Boro,PRESIDENT,,DONALD J TRUMP,REP,412,57,1,470
Armstrong,North Apollo Boro,PRESIDENT,,KAMALA D HARRIS,DEM,156,71,0,227
Armstrong,North Apollo Boro,PRESIDENT,,JILL STEIN,GRN,4,1,0,5
Armstrong,North Apollo Boro,PRESIDENT,,CHASE OLIVER,LIB,2,0,0,2
Armstrong,North Apollo Boro,PRESIDENT,,Write-ins,,1,2,0,3
Armstrong,North Apollo Boro,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,North Apollo Boro,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,North Apollo Boro,U.S. SENATE,,DAVE MCCORMICK,REP,380,57,1,438
Armstrong,North Apollo Boro,U.S. SENATE,,ROBERT P CASEY JR,DEM,163,70,0,233
Armstrong,North Apollo Boro,U.S. SENATE,,JOHN C THOMAS,LIB,21,4,0,25
Armstrong,North Apollo Boro,U.S. SENATE,,MARTY SELKER,CST,5,0,0,5
Armstrong,North Apollo Boro,U.S. SENATE,,LEILA HAZOU,GRN,3,1,0,4
Armstrong,North Apollo Boro,U.S. SENATE,,Write-ins,,0,0,0,0
Armstrong,North Apollo Boro,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,North Apollo Boro,ATTORNEY GENERAL,,DAVE SUNDAY,REP,380,56,1,437
Armstrong,North Apollo Boro,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,154,66,0,220
Armstrong,North Apollo Boro,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,14,4,0,18
Armstrong,North Apollo Boro,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,7,3,0,10
Armstrong,North Apollo Boro,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,4,2,0,6
Armstrong,North Apollo Boro,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,2,0,0,2
Armstrong,North Apollo Boro,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,North Apollo Boro,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,North Apollo Boro,AUDITOR GENERAL,,TIM DEFOOR,REP,384,58,1,443
Armstrong,North Apollo Boro,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,152,66,0,218
Armstrong,North Apollo Boro,AUDITOR GENERAL,,REECE SMITH,LIB,14,5,0,19
Armstrong,North Apollo Boro,AUDITOR GENERAL,,BOB GOODRICH,CST,6,3,0,9
Armstrong,North Apollo Boro,AUDITOR GENERAL,,ERIC K ANTON,ASP,2,0,0,2
Armstrong,North Apollo Boro,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,North Apollo Boro,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,North Apollo Boro,STATE TREASURER,,STACY GARRITY,REP,396,60,1,457
Armstrong,North Apollo Boro,STATE TREASURER,,ERIN MCCLELLAND,DEM,141,65,0,206
Armstrong,North Apollo Boro,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,15,5,0,20
Armstrong,North Apollo Boro,STATE TREASURER,,TROY BOWMAN,CST,3,1,0,4
Armstrong,North Apollo Boro,STATE TREASURER,,CHRIS FOSTER,FWD,2,0,0,2
Armstrong,North Apollo Boro,STATE TREASURER,,Write-ins,,1,0,0,1
Armstrong,North Apollo Boro,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,North Apollo Boro,U.S. House,15,GLENN GT THOMPSON,REP,391,61,1,453
Armstrong,North Apollo Boro,U.S. House,15,ZACH WOMER,DEM,160,69,0,229
Armstrong,North Apollo Boro,U.S. House,15,Write-ins,,2,1,0,3
Armstrong,North Apollo Boro,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,North Apollo Boro,State Senate,41,JOE PITTMAN,REP,473,101,1,575
Armstrong,North Apollo Boro,State Senate,41,Write-ins,,15,7,0,22
Armstrong,North Apollo Boro,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,North Apollo Boro,State House,60,ABBY MAJOR,REP,488,103,1,592
Armstrong,North Apollo Boro,State House,60,Write-ins,,15,8,0,23
Armstrong,North Apollo Boro,State House,60,Unresolved Write-In,,0,0,0,0
Armstrong,North Buffalo Twp-East,Registered Voters,,,,,,,1054
Armstrong,North Buffalo Twp-East,Ballots Cast,,,,704,211,4,919
Armstrong,North Buffalo Twp-East,PRESIDENT,,DONALD J TRUMP,REP,563,128,4,695
Armstrong,North Buffalo Twp-East,PRESIDENT,,KAMALA D HARRIS,DEM,132,81,0,213
Armstrong,North Buffalo Twp-East,PRESIDENT,,CHASE OLIVER,LIB,4,0,0,4
Armstrong,North Buffalo Twp-East,PRESIDENT,,JILL STEIN,GRN,1,0,0,1
Armstrong,North Buffalo Twp-East,PRESIDENT,,Write-ins,,2,1,0,3
Armstrong,North Buffalo Twp-East,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,North Buffalo Twp-East,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,North Buffalo Twp-East,U.S. SENATE,,DAVE MCCORMICK,REP,527,118,2,647
Armstrong,North Buffalo Twp-East,U.S. SENATE,,ROBERT P CASEY JR,DEM,137,86,1,224
Armstrong,North Buffalo Twp-East,U.S. SENATE,,JOHN C THOMAS,LIB,26,2,0,28
Armstrong,North Buffalo Twp-East,U.S. SENATE,,LEILA HAZOU,GRN,4,3,0,7
Armstrong,North Buffalo Twp-East,U.S. SENATE,,MARTY SELKER,CST,5,0,0,5
Armstrong,North Buffalo Twp-East,U.S. SENATE,,Write-ins,,0,0,0,0
Armstrong,North Buffalo Twp-East,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,North Buffalo Twp-East,ATTORNEY GENERAL,,DAVE SUNDAY,REP,542,120,2,664
Armstrong,North Buffalo Twp-East,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,124,85,1,210
Armstrong,North Buffalo Twp-East,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,9,0,0,9
Armstrong,North Buffalo Twp-East,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,8,0,0,8
Armstrong,North Buffalo Twp-East,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,4,2,0,6
Armstrong,North Buffalo Twp-East,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,0,0,0,0
Armstrong,North Buffalo Twp-East,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,North Buffalo Twp-East,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,North Buffalo Twp-East,AUDITOR GENERAL,,TIM DEFOOR,REP,546,125,2,673
Armstrong,North Buffalo Twp-East,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,115,81,1,197
Armstrong,North Buffalo Twp-East,AUDITOR GENERAL,,REECE SMITH,LIB,17,0,0,17
Armstrong,North Buffalo Twp-East,AUDITOR GENERAL,,BOB GOODRICH,CST,7,1,0,8
Armstrong,North Buffalo Twp-East,AUDITOR GENERAL,,ERIC K ANTON,ASP,2,0,0,2
Armstrong,North Buffalo Twp-East,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,North Buffalo Twp-East,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,North Buffalo Twp-East,STATE TREASURER,,STACY GARRITY,REP,553,121,2,676
Armstrong,North Buffalo Twp-East,STATE TREASURER,,ERIN MCCLELLAND,DEM,109,84,1,194
Armstrong,North Buffalo Twp-East,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,11,1,0,12
Armstrong,North Buffalo Twp-East,STATE TREASURER,,TROY BOWMAN,CST,5,1,0,6
Armstrong,North Buffalo Twp-East,STATE TREASURER,,CHRIS FOSTER,FWD,6,0,0,6
Armstrong,North Buffalo Twp-East,STATE TREASURER,,Write-ins,,0,0,0,0
Armstrong,North Buffalo Twp-East,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,North Buffalo Twp-East,U.S. House,15,GLENN GT THOMPSON,REP,556,126,3,685
Armstrong,North Buffalo Twp-East,U.S. House,15,ZACH WOMER,DEM,122,82,0,204
Armstrong,North Buffalo Twp-East,U.S. House,15,Write-ins,,1,0,0,1
Armstrong,North Buffalo Twp-East,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,North Buffalo Twp-East,State Senate,41,JOE PITTMAN,REP,635,170,3,808
Armstrong,North Buffalo Twp-East,State Senate,41,Write-ins,,11,7,0,18
Armstrong,North Buffalo Twp-East,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,North Buffalo Twp-East,State House,60,ABBY MAJOR,REP,653,171,4,828
Armstrong,North Buffalo Twp-East,State House,60,Write-ins,,9,8,0,17
Armstrong,North Buffalo Twp-East,State House,60,Unresolved Write-In,,0,0,0,0
Armstrong,North Buffalo Twp-West,Registered Voters,,,,,,,974
Armstrong,North Buffalo Twp-West,Ballots Cast,,,,667,177,5,849
Armstrong,North Buffalo Twp-West,PRESIDENT,,DONALD J TRUMP,REP,576,112,5,693
Armstrong,North Buffalo Twp-West,PRESIDENT,,KAMALA D HARRIS,DEM,85,64,0,149
Armstrong,North Buffalo Twp-West,PRESIDENT,,CHASE OLIVER,LIB,1,1,0,2
Armstrong,North Buffalo Twp-West,PRESIDENT,,JILL STEIN,GRN,2,0,0,2
Armstrong,North Buffalo Twp-West,PRESIDENT,,Write-ins,,1,0,0,1
Armstrong,North Buffalo Twp-West,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,North Buffalo Twp-West,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,North Buffalo Twp-West,U.S. SENATE,,DAVE MCCORMICK,REP,545,96,4,645
Armstrong,North Buffalo Twp-West,U.S. SENATE,,ROBERT P CASEY JR,DEM,92,71,0,163
Armstrong,North Buffalo Twp-West,U.S. SENATE,,JOHN C THOMAS,LIB,19,8,0,27
Armstrong,North Buffalo Twp-West,U.S. SENATE,,MARTY SELKER,CST,6,1,0,7
Armstrong,North Buffalo Twp-West,U.S. SENATE,,LEILA HAZOU,GRN,1,0,0,1
Armstrong,North Buffalo Twp-West,U.S. SENATE,,Write-ins,,0,0,0,0
Armstrong,North Buffalo Twp-West,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,North Buffalo Twp-West,ATTORNEY GENERAL,,DAVE SUNDAY,REP,554,105,4,663
Armstrong,North Buffalo Twp-West,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,90,68,0,158
Armstrong,North Buffalo Twp-West,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,3,1,0,4
Armstrong,North Buffalo Twp-West,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,2,1,0,3
Armstrong,North Buffalo Twp-West,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,2,0,0,2
Armstrong,North Buffalo Twp-West,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,1,0,0,1
Armstrong,North Buffalo Twp-West,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,North Buffalo Twp-West,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,North Buffalo Twp-West,AUDITOR GENERAL,,TIM DEFOOR,REP,550,106,4,660
Armstrong,North Buffalo Twp-West,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,82,64,0,146
Armstrong,North Buffalo Twp-West,AUDITOR GENERAL,,REECE SMITH,LIB,8,1,0,9
Armstrong,North Buffalo Twp-West,AUDITOR GENERAL,,BOB GOODRICH,CST,3,2,0,5
Armstrong,North Buffalo Twp-West,AUDITOR GENERAL,,ERIC K ANTON,ASP,3,0,0,3
Armstrong,North Buffalo Twp-West,AUDITOR GENERAL,,Write-ins,,0,1,0,1
Armstrong,North Buffalo Twp-West,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,North Buffalo Twp-West,STATE TREASURER,,STACY GARRITY,REP,551,107,4,662
Armstrong,North Buffalo Twp-West,STATE TREASURER,,ERIN MCCLELLAND,DEM,87,64,0,151
Armstrong,North Buffalo Twp-West,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,3,1,0,4
Armstrong,North Buffalo Twp-West,STATE TREASURER,,TROY BOWMAN,CST,4,0,0,4
Armstrong,North Buffalo Twp-West,STATE TREASURER,,CHRIS FOSTER,FWD,3,1,0,4
Armstrong,North Buffalo Twp-West,STATE TREASURER,,Write-ins,,1,0,0,1
Armstrong,North Buffalo Twp-West,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,North Buffalo Twp-West,U.S. House,15,GLENN GT THOMPSON,REP,557,110,4,671
Armstrong,North Buffalo Twp-West,U.S. House,15,ZACH WOMER,DEM,87,63,0,150
Armstrong,North Buffalo Twp-West,U.S. House,15,Write-ins,,3,0,0,3
Armstrong,North Buffalo Twp-West,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,North Buffalo Twp-West,State Senate,41,JOE PITTMAN,REP,606,140,4,750
Armstrong,North Buffalo Twp-West,State Senate,41,Write-ins,,8,5,0,13
Armstrong,North Buffalo Twp-West,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,North Buffalo Twp-West,State House,60,ABBY MAJOR,REP,609,146,4,759
Armstrong,North Buffalo Twp-West,State House,60,Write-ins,,6,7,0,13
Armstrong,North Buffalo Twp-West,State House,60,Unresolved Write-In,,0,0,0,0
Armstrong,Parker City-1st Wd,Registered Voters,,,,,,,201
Armstrong,Parker City-1st Wd,Ballots Cast,,,,129,28,1,158
Armstrong,Parker City-1st Wd,PRESIDENT,,DONALD J TRUMP,REP,103,16,1,120
Armstrong,Parker City-1st Wd,PRESIDENT,,KAMALA D HARRIS,DEM,24,12,0,36
Armstrong,Parker City-1st Wd,PRESIDENT,,CHASE OLIVER,LIB,2,0,0,2
Armstrong,Parker City-1st Wd,PRESIDENT,,JILL STEIN,GRN,0,0,0,0
Armstrong,Parker City-1st Wd,PRESIDENT,,Write-ins,,0,0,0,0
Armstrong,Parker City-1st Wd,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,Parker City-1st Wd,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,Parker City-1st Wd,U.S. SENATE,,DAVE MCCORMICK,REP,91,15,1,107
Armstrong,Parker City-1st Wd,U.S. SENATE,,ROBERT P CASEY JR,DEM,30,12,0,42
Armstrong,Parker City-1st Wd,U.S. SENATE,,JOHN C THOMAS,LIB,3,1,0,4
Armstrong,Parker City-1st Wd,U.S. SENATE,,MARTY SELKER,CST,2,0,0,2
Armstrong,Parker City-1st Wd,U.S. SENATE,,LEILA HAZOU,GRN,1,0,0,1
Armstrong,Parker City-1st Wd,U.S. SENATE,,Write-ins,,0,0,0,0
Armstrong,Parker City-1st Wd,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,Parker City-1st Wd,ATTORNEY GENERAL,,DAVE SUNDAY,REP,97,15,1,113
Armstrong,Parker City-1st Wd,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,24,12,0,36
Armstrong,Parker City-1st Wd,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,2,1,0,3
Armstrong,Parker City-1st Wd,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,2,0,0,2
Armstrong,Parker City-1st Wd,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,1,0,0,1
Armstrong,Parker City-1st Wd,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,0,0,0,0
Armstrong,Parker City-1st Wd,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,Parker City-1st Wd,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Parker City-1st Wd,AUDITOR GENERAL,,TIM DEFOOR,REP,93,17,1,111
Armstrong,Parker City-1st Wd,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,25,10,0,35
Armstrong,Parker City-1st Wd,AUDITOR GENERAL,,REECE SMITH,LIB,3,1,0,4
Armstrong,Parker City-1st Wd,AUDITOR GENERAL,,BOB GOODRICH,CST,3,0,0,3
Armstrong,Parker City-1st Wd,AUDITOR GENERAL,,ERIC K ANTON,ASP,0,0,0,0
Armstrong,Parker City-1st Wd,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,Parker City-1st Wd,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Parker City-1st Wd,STATE TREASURER,,STACY GARRITY,REP,94,17,1,112
Armstrong,Parker City-1st Wd,STATE TREASURER,,ERIN MCCLELLAND,DEM,24,10,0,34
Armstrong,Parker City-1st Wd,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,4,1,0,5
Armstrong,Parker City-1st Wd,STATE TREASURER,,TROY BOWMAN,CST,1,0,0,1
Armstrong,Parker City-1st Wd,STATE TREASURER,,CHRIS FOSTER,FWD,0,0,0,0
Armstrong,Parker City-1st Wd,STATE TREASURER,,Write-ins,,0,0,0,0
Armstrong,Parker City-1st Wd,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,Parker City-1st Wd,U.S. House,15,GLENN GT THOMPSON,REP,100,18,1,119
Armstrong,Parker City-1st Wd,U.S. House,15,ZACH WOMER,DEM,23,10,0,33
Armstrong,Parker City-1st Wd,U.S. House,15,Write-ins,,0,0,0,0
Armstrong,Parker City-1st Wd,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,Parker City-1st Wd,State Senate,41,JOE PITTMAN,REP,111,20,1,132
Armstrong,Parker City-1st Wd,State Senate,41,Write-ins,,5,3,0,8
Armstrong,Parker City-1st Wd,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,Parker City-1st Wd,State House,63,JOSH BASHLINE,REP,99,17,0,116
Armstrong,Parker City-1st Wd,State House,63,PAT RITCHIE,DEM,24,11,0,35
Armstrong,Parker City-1st Wd,State House,63,Write-ins,,0,0,0,0
Armstrong,Parker City-1st Wd,State House,63,Unresolved Write-In,,0,0,0,0
Armstrong,Parker City-2nd Wd,Registered Voters,,,,,,,238
Armstrong,Parker City-2nd Wd,Ballots Cast,,,,153,28,0,181
Armstrong,Parker City-2nd Wd,PRESIDENT,,DONALD J TRUMP,REP,130,20,0,150
Armstrong,Parker City-2nd Wd,PRESIDENT,,KAMALA D HARRIS,DEM,21,8,0,29
Armstrong,Parker City-2nd Wd,PRESIDENT,,CHASE OLIVER,LIB,1,0,0,1
Armstrong,Parker City-2nd Wd,PRESIDENT,,JILL STEIN,GRN,1,0,0,1
Armstrong,Parker City-2nd Wd,PRESIDENT,,Write-ins,,0,0,0,0
Armstrong,Parker City-2nd Wd,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,Parker City-2nd Wd,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,Parker City-2nd Wd,U.S. SENATE,,DAVE MCCORMICK,REP,117,17,0,134
Armstrong,Parker City-2nd Wd,U.S. SENATE,,ROBERT P CASEY JR,DEM,23,9,0,32
Armstrong,Parker City-2nd Wd,U.S. SENATE,,JOHN C THOMAS,LIB,4,1,0,5
Armstrong,Parker City-2nd Wd,U.S. SENATE,,LEILA HAZOU,GRN,2,1,0,3
Armstrong,Parker City-2nd Wd,U.S. SENATE,,MARTY SELKER,CST,3,0,0,3
Armstrong,Parker City-2nd Wd,U.S. SENATE,,Write-ins,,0,0,0,0
Armstrong,Parker City-2nd Wd,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,Parker City-2nd Wd,ATTORNEY GENERAL,,DAVE SUNDAY,REP,118,20,0,138
Armstrong,Parker City-2nd Wd,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,22,8,0,30
Armstrong,Parker City-2nd Wd,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,3,0,0,3
Armstrong,Parker City-2nd Wd,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,2,0,0,2
Armstrong,Parker City-2nd Wd,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,1,0,0,1
Armstrong,Parker City-2nd Wd,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,1,0,0,1
Armstrong,Parker City-2nd Wd,ATTORNEY GENERAL,,Write-ins,,1,0,0,1
Armstrong,Parker City-2nd Wd,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Parker City-2nd Wd,AUDITOR GENERAL,,TIM DEFOOR,REP,115,19,0,134
Armstrong,Parker City-2nd Wd,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,20,8,0,28
Armstrong,Parker City-2nd Wd,AUDITOR GENERAL,,BOB GOODRICH,CST,5,0,0,5
Armstrong,Parker City-2nd Wd,AUDITOR GENERAL,,REECE SMITH,LIB,2,1,0,3
Armstrong,Parker City-2nd Wd,AUDITOR GENERAL,,ERIC K ANTON,ASP,1,0,0,1
Armstrong,Parker City-2nd Wd,AUDITOR GENERAL,,Write-ins,,1,0,0,1
Armstrong,Parker City-2nd Wd,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Parker City-2nd Wd,STATE TREASURER,,STACY GARRITY,REP,121,19,0,140
Armstrong,Parker City-2nd Wd,STATE TREASURER,,ERIN MCCLELLAND,DEM,21,9,0,30
Armstrong,Parker City-2nd Wd,STATE TREASURER,,TROY BOWMAN,CST,3,0,0,3
Armstrong,Parker City-2nd Wd,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,0,0,0,0
Armstrong,Parker City-2nd Wd,STATE TREASURER,,CHRIS FOSTER,FWD,0,0,0,0
Armstrong,Parker City-2nd Wd,STATE TREASURER,,Write-ins,,1,0,0,1
Armstrong,Parker City-2nd Wd,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,Parker City-2nd Wd,U.S. House,15,GLENN GT THOMPSON,REP,125,19,0,144
Armstrong,Parker City-2nd Wd,U.S. House,15,ZACH WOMER,DEM,20,8,0,28
Armstrong,Parker City-2nd Wd,U.S. House,15,Write-ins,,1,0,0,1
Armstrong,Parker City-2nd Wd,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,Parker City-2nd Wd,State Senate,41,JOE PITTMAN,REP,129,24,0,153
Armstrong,Parker City-2nd Wd,State Senate,41,Write-ins,,4,0,0,4
Armstrong,Parker City-2nd Wd,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,Parker City-2nd Wd,State House,63,JOSH BASHLINE,REP,123,19,0,142
Armstrong,Parker City-2nd Wd,State House,63,PAT RITCHIE,DEM,23,9,0,32
Armstrong,Parker City-2nd Wd,State House,63,Write-ins,,1,0,0,1
Armstrong,Parker City-2nd Wd,State House,63,Unresolved Write-In,,0,0,0,0
Armstrong,Parks Twp-Kepple Hill,Registered Voters,,,,,,,889
Armstrong,Parks Twp-Kepple Hill,Ballots Cast,,,,584,152,1,737
Armstrong,Parks Twp-Kepple Hill,PRESIDENT,,DONALD J TRUMP,REP,452,64,1,517
Armstrong,Parks Twp-Kepple Hill,PRESIDENT,,KAMALA D HARRIS,DEM,127,87,0,214
Armstrong,Parks Twp-Kepple Hill,PRESIDENT,,CHASE OLIVER,LIB,2,0,0,2
Armstrong,Parks Twp-Kepple Hill,PRESIDENT,,JILL STEIN,GRN,2,0,0,2
Armstrong,Parks Twp-Kepple Hill,PRESIDENT,,Write-ins,,0,1,0,1
Armstrong,Parks Twp-Kepple Hill,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,Parks Twp-Kepple Hill,PRESIDENT,,Unresolved Write-In,,0,0,0,0
