county,precinct,office,district,party,candidate,votes,provisional,election_day,mail
York,York City 5,Attorney General,,LIB,Robert Cowburn,19,0,15,4
York,York City 6,Attorney General,,LIB,Robert Cowburn,3,0,3,0
York,York City 7,Attorney General,,LIB,Robert Cowburn,12,1,10,1
York,York City 8,Attorney General,,LIB,Robert Cowburn,10,1,8,1
York,York City 9-1,Attorney General,,LIB,Robert Cowburn,9,0,8,1
York,York City 9-2,Attorney General,,LIB,Robert Cowburn,13,1,8,4
York,York City 11,Attorney General,,LIB,Robert Cowburn,23,0,20,3
York,York City 12-1,Attorney General,,LIB,Robert Cowburn,16,2,8,6
York,York City 12-2,Attorney General,,LIB,Robert Cowburn,7,1,5,1
York,York City 12-3,Attorney General,,LIB,Robert Cowburn,16,1,12,3
York,York City 12-4,Attorney General,,LIB,Robert Cowburn,22,1,20,1
York,York City 13,Attorney General,,LIB,Robert Cowburn,8,0,7,1
York,York City 14-1,Attorney General,,LIB,Robert Cowburn,10,1,9,0
York,York City 14-2,Attorney General,,LIB,Robert Cowburn,9,0,7,2
York,York City 14-3,Attorney General,,LIB,Robert Cowburn,20,0,18,2
York,York City 15,Attorney General,,LIB,Robert Cowburn,16,0,14,2
York,Carroll Township,Attorney General,,GRN,Richard L. Weiss,18,0,15,3
York,Chanceford Township 1,Attorney General,,GRN,Richard L. Weiss,13,0,8,5
York,Chanceford Township 2,Attorney General,,GRN,Richard L. Weiss,4,0,3,1
York,Chanceford Township 3,Attorney General,,GRN,Richard L. Weiss,6,0,4,2
York,Codorus Township 1,Attorney General,,GRN,Richard L. Weiss,7,0,6,1
York,Codorus Township 2,Attorney General,,GRN,Richard L. Weiss,6,0,6,0
York,Codorus Township 3,Attorney General,,GRN,Richard L. Weiss,0,0,0,0
York,Conewago Township 1,Attorney General,,GRN,Richard L. Weiss,33,0,21,12
York,Conewago Township 2,Attorney General,,GRN,Richard L. Weiss,15,0,7,8
York,Dover Township 1,Attorney General,,GRN,Richard L. Weiss,22,0,16,6
York,Dover Township 2,Attorney General,,GRN,Richard L. Weiss,22,0,15,7
York,Dover Township 3,Attorney General,,GRN,Richard L. Weiss,17,0,10,7
York,Dover Township 4,Attorney General,,GRN,Richard L. Weiss,21,0,17,4
York,East Hopewell Township,Attorney General,,GRN,Richard L. Weiss,7,0,4,3
York,East Manchester Township,Attorney General,,GRN,Richard L. Weiss,16,1,9,6
York,Fairview Township 1,Attorney General,,GRN,Richard L. Weiss,14,0,12,2
York,Fairview Township 2,Attorney General,,GRN,Richard L. Weiss,22,2,18,2
York,Fairview Township 3,Attorney General,,GRN,Richard L. Weiss,26,0,18,8
York,Fairview Township 4,Attorney General,,GRN,Richard L. Weiss,13,1,8,4
York,Fawn Township,Attorney General,,GRN,Richard L. Weiss,10,0,8,2
York,Franklin Township,Attorney General,,GRN,Richard L. Weiss,16,0,8,8
York,Heidelberg Township,Attorney General,,GRN,Richard L. Weiss,11,0,9,2
York,Hellam Township 1,Attorney General,,GRN,Richard L. Weiss,11,1,7,3
York,Hellam Township 2,Attorney General,,GRN,Richard L. Weiss,7,0,5,2
York,Hopewell Township,Attorney General,,GRN,Richard L. Weiss,23,2,16,5
York,Jackson Township 1,Attorney General,,GRN,Richard L. Weiss,13,0,12,1
York,Jackson Township 2,Attorney General,,GRN,Richard L. Weiss,18,0,13,5
York,Lower Chanceford Township 1,Attorney General,,GRN,Richard L. Weiss,3,0,3,0
York,Lower Chanceford Township 2,Attorney General,,GRN,Richard L. Weiss,4,0,3,1
York,Lower Windsor Township 1,Attorney General,,GRN,Richard L. Weiss,1,0,1,0
York,Lower Windsor Township 2,Attorney General,,GRN,Richard L. Weiss,10,2,8,0
York,Lower Windsor Township 3,Attorney General,,GRN,Richard L. Weiss,9,0,5,4
York,Manchester Township 1,Attorney General,,GRN,Richard L. Weiss,3,1,1,1
York,Manchester Township 2,Attorney General,,GRN,Richard L. Weiss,14,0,13,1
York,Manchester Township 3,Attorney General,,GRN,Richard L. Weiss,14,0,11,3
York,Manchester Township 4,Attorney General,,GRN,Richard L. Weiss,10,0,7,3
York,Manchester Township 5,Attorney General,,GRN,Richard L. Weiss,12,0,11,1
York,Manchester Township 6,Attorney General,,GRN,Richard L. Weiss,12,0,8,4
York,Manchester Township 7,Attorney General,,GRN,Richard L. Weiss,9,0,9,0
York,Manheim Township,Attorney General,,GRN,Richard L. Weiss,6,0,5,1
York,Monaghan Township,Attorney General,,GRN,Richard L. Weiss,8,0,6,2
York,Newberry Township 1,Attorney General,,GRN,Richard L. Weiss,26,0,18,8
York,Newberry Township 2,Attorney General,,GRN,Richard L. Weiss,15,0,12,3
York,Newberry Township 3,Attorney General,,GRN,Richard L. Weiss,20,0,18,2
York,North Codorus Township 1,Attorney General,,GRN,Richard L. Weiss,19,0,15,4
York,North Codorus Township 2,Attorney General,,GRN,Richard L. Weiss,11,0,7,4
York,North Hopewell Township,Attorney General,,GRN,Richard L. Weiss,13,0,11,2
York,Paradise Township,Attorney General,,GRN,Richard L. Weiss,18,0,17,1
York,Peach Bottom Township,Attorney General,,GRN,Richard L. Weiss,25,0,21,4
York,Penn Township 1,Attorney General,,GRN,Richard L. Weiss,18,0,13,5
York,Penn Township 2,Attorney General,,GRN,Richard L. Weiss,18,1,17,0
York,Penn Township 3,Attorney General,,GRN,Richard L. Weiss,17,1,15,1
York,Penn Township 4,Attorney General,,GRN,Richard L. Weiss,34,0,23,11
York,Shrewsbury Township 1,Attorney General,,GRN,Richard L. Weiss,12,0,10,2
York,Shrewsbury Township 2,Attorney General,,GRN,Richard L. Weiss,14,0,8,6
York,Springettsbury Township 1,Attorney General,,GRN,Richard L. Weiss,3,0,3,0
York,Springettsbury Township 2,Attorney General,,GRN,Richard L. Weiss,12,0,10,2
York,Springettsbury Township 3,Attorney General,,GRN,Richard L. Weiss,21,0,15,6
York,Springettsbury Township 4,Attorney General,,GRN,Richard L. Weiss,14,1,9,4
York,Springettsbury Township 5,Attorney General,,GRN,Richard L. Weiss,6,0,3,3
York,Springettsbury Township 6,Attorney General,,GRN,Richard L. Weiss,5,0,2,3
York,Springettsbury Township 7,Attorney General,,GRN,Richard L. Weiss,12,1,8,3
York,Springettsbury Township 8,Attorney General,,GRN,Richard L. Weiss,5,0,3,2
York,Springfield Township,Attorney General,,GRN,Richard L. Weiss,20,1,10,9
York,Spring Garden Township 1,Attorney General,,GRN,Richard L. Weiss,8,0,5,3
York,Spring Garden Township 2,Attorney General,,GRN,Richard L. Weiss,6,0,5,1
York,Spring Garden Township 3,Attorney General,,GRN,Richard L. Weiss,10,0,4,6
York,Spring Garden Township 4,Attorney General,,GRN,Richard L. Weiss,14,0,10,4
York,Spring Garden Township 5,Attorney General,,GRN,Richard L. Weiss,14,0,13,1
York,Warrington Township,Attorney General,,GRN,Richard L. Weiss,19,0,16,3
York,Washington Township,Attorney General,,GRN,Richard L. Weiss,4,0,4,0
York,West Manchester Township 1,Attorney General,,GRN,Richard L. Weiss,18,0,13,5
York,West Manchester Township 2,Attorney General,,GRN,Richard L. Weiss,20,0,15,5
York,West Manchester Township 3,Attorney General,,GRN,Richard L. Weiss,13,0,9,4
York,West Manchester Township 4,Attorney General,,GRN,Richard L. Weiss,5,0,4,1
York,West Manchester Township 5,Attorney General,,GRN,Richard L. Weiss,21,2,11,8
York,West Manheim Township 1,Attorney General,,GRN,Richard L. Weiss,18,0,12,6
York,West Manheim Township 2,Attorney General,,GRN,Richard L. Weiss,22,0,19,3
York,West Manheim Township 3,Attorney General,,GRN,Richard L. Weiss,11,0,8,3
York,Windsor Township 1,Attorney General,,GRN,Richard L. Weiss,22,0,20,2
York,Windsor Township 2,Attorney General,,GRN,Richard L. Weiss,14,1,11,2
York,Windsor Township 3,Attorney General,,GRN,Richard L. Weiss,18,0,16,2
York,Windsor Township 4,Attorney General,,GRN,Richard L. Weiss,23,1,16,6
York,York Township 1-1,Attorney General,,GRN,Richard L. Weiss,10,0,8,2
York,York Township 1-2,Attorney General,,GRN,Richard L. Weiss,9,0,8,1
York,York Township 1-3,Attorney General,,GRN,Richard L. Weiss,17,0,14,3
York,York Township 2-1,Attorney General,,GRN,Richard L. Weiss,9,0,7,2
York,York Township 2-2,Attorney General,,GRN,Richard L. Weiss,9,2,5,2
York,York Township 2-3,Attorney General,,GRN,Richard L. Weiss,17,0,16,1
York,York Township 3-1,Attorney General,,GRN,Richard L. Weiss,2,1,1,0
York,York Township 3-2,Attorney General,,GRN,Richard L. Weiss,7,0,6,1
York,York Township 3-3,Attorney General,,GRN,Richard L. Weiss,9,0,7,2
York,York Township 4-1,Attorney General,,GRN,Richard L. Weiss,12,0,7,5
York,York Township 4-2,Attorney General,,GRN,Richard L. Weiss,9,0,7,2
York,York Township 4-3,Attorney General,,GRN,Richard L. Weiss,11,0,7,4
York,York Township 5-1,Attorney General,,GRN,Richard L. Weiss,8,0,5,3
York,York Township 5-2,Attorney General,,GRN,Richard L. Weiss,10,0,4,6
York,York Township 5-3,Attorney General,,GRN,Richard L. Weiss,16,0,9,7
York,Cross Roads Borough,Attorney General,,GRN,Richard L. Weiss,1,0,1,0
York,Dallastown Borough 1,Attorney General,,GRN,Richard L. Weiss,11,0,9,2
York,Dallastown Borough 2,Attorney General,,GRN,Richard L. Weiss,13,0,12,1
York,Delta Borough,Attorney General,,GRN,Richard L. Weiss,2,0,1,1
York,Dillsburg Borough,Attorney General,,GRN,Richard L. Weiss,11,1,6,4
York,Dover Borough,Attorney General,,GRN,Richard L. Weiss,9,0,8,1
York,East Prospect Borough,Attorney General,,GRN,Richard L. Weiss,5,0,5,0
York,Fawn Grove Borough,Attorney General,,GRN,Richard L. Weiss,2,0,2,0
York,Felton Borough,Attorney General,,GRN,Richard L. Weiss,2,0,2,0
York,Franklintown Borough,Attorney General,,GRN,Richard L. Weiss,0,0,0,0
York,Glen Rock Borough,Attorney General,,GRN,Richard L. Weiss,11,0,9,2
York,Goldsboro Borough,Attorney General,,GRN,Richard L. Weiss,2,0,2,0
York,Hallam Borough,Attorney General,,GRN,Richard L. Weiss,16,0,15,1
York,Hanover Borough 1,Attorney General,,GRN,Richard L. Weiss,14,3,9,2
York,Hanover Borough 2,Attorney General,,GRN,Richard L. Weiss,13,1,9,3
York,Hanover Borough 3,Attorney General,,GRN,Richard L. Weiss,17,1,12,4
York,Hanover Borough 4,Attorney General,,GRN,Richard L. Weiss,15,0,14,1
York,Hanover Borough 5,Attorney General,,GRN,Richard L. Weiss,9,0,8,1
York,Jacobus Borough,Attorney General,,GRN,Richard L. Weiss,9,0,6,3
York,Jefferson Borough,Attorney General,,GRN,Richard L. Weiss,4,0,2,2
York,Lewisberry Borough,Attorney General,,GRN,Richard L. Weiss,2,0,1,1
York,Loganville Borough,Attorney General,,GRN,Richard L. Weiss,4,0,2,2
York,Manchester Borough,Attorney General,,GRN,Richard L. Weiss,14,1,9,4
York,Mount Wolf Borough,Attorney General,,GRN,Richard L. Weiss,4,1,3,0
York,New Freedom Borough,Attorney General,,GRN,Richard L. Weiss,30,2,21,7
York,New Salem Borough,Attorney General,,GRN,Richard L. Weiss,6,0,4,2
York,North York Borough,Attorney General,,GRN,Richard L. Weiss,17,0,12,5
York,Railroad Borough,Attorney General,,GRN,Richard L. Weiss,0,0,0,0
York,Red Lion Borough 1,Attorney General,,GRN,Richard L. Weiss,7,0,5,2
York,Red Lion Borough 2,Attorney General,,GRN,Richard L. Weiss,13,1,9,3
York,Red Lion Borough 3,Attorney General,,GRN,Richard L. Weiss,8,0,8,0
York,Seven Valleys Borough,Attorney General,,GRN,Richard L. Weiss,6,0,5,1
York,Shrewsbury Borough,Attorney General,,GRN,Richard L. Weiss,29,0,22,7
York,Spring Grove Borough,Attorney General,,GRN,Richard L. Weiss,8,1,5,2
York,Stewartstown Borough,Attorney General,,GRN,Richard L. Weiss,18,1,13,4
York,Wellsville Borough,Attorney General,,GRN,Richard L. Weiss,1,0,1,0
York,West York Borough 1,Attorney General,,GRN,Richard L. Weiss,5,0,5,0
York,West York Borough 2,Attorney General,,GRN,Richard L. Weiss,11,0,9,2
York,Windsor Borough,Attorney General,,GRN,Richard L. Weiss,10,0,8,2
York,Winterstown Borough,Attorney General,,GRN,Richard L. Weiss,2,0,1,1
York,Wrightsville Borough 1,Attorney General,,GRN,Richard L. Weiss,5,0,3,2
York,Wrightsville Borough 2,Attorney General,,GRN,Richard L. Weiss,1,0,1,0
York,Wrightsville Borough 3,Attorney General,,GRN,Richard L. Weiss,7,0,6,1
York,Yoe Borough,Attorney General,,GRN,Richard L. Weiss,6,0,6,0
York,Yorkana Borough,Attorney General,,GRN,Richard L. Weiss,0,0,0,0
York,York Haven Borough,Attorney General,,GRN,Richard L. Weiss,4,0,4,0
York,York City 1,Attorney General,,GRN,Richard L. Weiss,6,0,4,2
York,York City 5,Attorney General,,GRN,Richard L. Weiss,17,1,13,3
York,York City 6,Attorney General,,GRN,Richard L. Weiss,7,1,6,0
York,York City 7,Attorney General,,GRN,Richard L. Weiss,4,1,2,1
York,York City 8,Attorney General,,GRN,Richard L. Weiss,19,0,17,2
York,York City 9-1,Attorney General,,GRN,Richard L. Weiss,12,3,5,4
York,York City 9-2,Attorney General,,GRN,Richard L. Weiss,11,1,7,3
York,York City 11,Attorney General,,GRN,Richard L. Weiss,23,4,15,4
York,York City 12-1,Attorney General,,GRN,Richard L. Weiss,6,0,6,0
York,York City 12-2,Attorney General,,GRN,Richard L. Weiss,9,1,7,1
York,York City 12-3,Attorney General,,GRN,Richard L. Weiss,9,0,4,5
York,York City 12-4,Attorney General,,GRN,Richard L. Weiss,11,0,8,3
York,York City 13,Attorney General,,GRN,Richard L. Weiss,8,0,5,3
York,York City 14-1,Attorney General,,GRN,Richard L. Weiss,11,1,8,2
York,York City 14-2,Attorney General,,GRN,Richard L. Weiss,3,0,1,2
York,York City 14-3,Attorney General,,GRN,Richard L. Weiss,11,0,8,3
York,York City 15,Attorney General,,GRN,Richard L. Weiss,7,0,6,1
York,Carroll Township,Attorney General,,CST,Justin L. Magill,19,1,17,1
York,Chanceford Township 1,Attorney General,,CST,Justin L. Magill,14,0,12,2
York,Chanceford Township 2,Attorney General,,CST,Justin L. Magill,1,0,1,0
York,Chanceford Township 3,Attorney General,,CST,Justin L. Magill,6,0,6,0
York,Codorus Township 1,Attorney General,,CST,Justin L. Magill,7,0,6,1
York,Codorus Township 2,Attorney General,,CST,Justin L. Magill,5,0,5,0
York,Codorus Township 3,Attorney General,,CST,Justin L. Magill,4,0,4,0
York,Conewago Township 1,Attorney General,,CST,Justin L. Magill,17,0,13,4
York,Conewago Township 2,Attorney General,,CST,Justin L. Magill,10,0,9,1
York,Dover Township 1,Attorney General,,CST,Justin L. Magill,22,0,18,4
York,Dover Township 2,Attorney General,,CST,Justin L. Magill,28,0,21,7
York,Dover Township 3,Attorney General,,CST,Justin L. Magill,4,0,3,1
York,Dover Township 4,Attorney General,,CST,Justin L. Magill,9,0,7,2
York,East Hopewell Township,Attorney General,,CST,Justin L. Magill,5,0,4,1
York,East Manchester Township,Attorney General,,CST,Justin L. Magill,31,1,16,14
York,Fairview Township 1,Attorney General,,CST,Justin L. Magill,12,0,10,2
York,Fairview Township 2,Attorney General,,CST,Justin L. Magill,11,0,7,4
York,Fairview Township 3,Attorney General,,CST,Justin L. Magill,23,0,17,6
York,Fairview Township 4,Attorney General,,CST,Justin L. Magill,13,0,9,4
York,Fawn Township,Attorney General,,CST,Justin L. Magill,17,0,14,3
York,Franklin Township,Attorney General,,CST,Justin L. Magill,13,0,13,0
York,Heidelberg Township,Attorney General,,CST,Justin L. Magill,9,0,7,2
York,Hellam Township 1,Attorney General,,CST,Justin L. Magill,5,0,5,0
York,Hellam Township 2,Attorney General,,CST,Justin L. Magill,13,1,10,2
York,Hopewell Township,Attorney General,,CST,Justin L. Magill,17,0,13,4
York,Jackson Township 1,Attorney General,,CST,Justin L. Magill,14,0,8,6
York,Jackson Township 2,Attorney General,,CST,Justin L. Magill,19,0,14,5
York,Lower Chanceford Township 1,Attorney General,,CST,Justin L. Magill,3,0,3,0
York,Lower Chanceford Township 2,Attorney General,,CST,Justin L. Magill,7,0,7,0
York,Lower Windsor Township 1,Attorney General,,CST,Justin L. Magill,5,0,5,0
York,Lower Windsor Township 2,Attorney General,,CST,Justin L. Magill,2,0,2,0
York,Lower Windsor Township 3,Attorney General,,CST,Justin L. Magill,9,0,6,3
York,Manchester Township 1,Attorney General,,CST,Justin L. Magill,7,0,4,3
York,Manchester Township 2,Attorney General,,CST,Justin L. Magill,4,0,4,0
York,Manchester Township 3,Attorney General,,CST,Justin L. Magill,11,0,8,3
York,Manchester Township 4,Attorney General,,CST,Justin L. Magill,4,0,3,1
York,Manchester Township 5,Attorney General,,CST,Justin L. Magill,11,0,9,2
York,Manchester Township 6,Attorney General,,CST,Justin L. Magill,11,1,8,2
York,Manchester Township 7,Attorney General,,CST,Justin L. Magill,5,0,5,0
York,Manheim Township,Attorney General,,CST,Justin L. Magill,15,1,14,0
York,Monaghan Township,Attorney General,,CST,Justin L. Magill,6,0,5,1
York,Newberry Township 1,Attorney General,,CST,Justin L. Magill,20,2,13,5
York,Newberry Township 2,Attorney General,,CST,Justin L. Magill,14,2,11,1
York,Newberry Township 3,Attorney General,,CST,Justin L. Magill,10,0,7,3
York,North Codorus Township 1,Attorney General,,CST,Justin L. Magill,15,0,13,2
York,North Codorus Township 2,Attorney General,,CST,Justin L. Magill,13,0,12,1
York,North Hopewell Township,Attorney General,,CST,Justin L. Magill,9,0,9,0
York,Paradise Township,Attorney General,,CST,Justin L. Magill,13,0,13,0
York,Peach Bottom Township,Attorney General,,CST,Justin L. Magill,20,0,18,2
York,Penn Township 1,Attorney General,,CST,Justin L. Magill,12,0,12,0
York,Penn Township 2,Attorney General,,CST,Justin L. Magill,22,0,17,5
York,Penn Township 3,Attorney General,,CST,Justin L. Magill,7,0,6,1
York,Penn Township 4,Attorney General,,CST,Justin L. Magill,21,0,21,0
York,Shrewsbury Township 1,Attorney General,,CST,Justin L. Magill,15,0,13,2
York,Shrewsbury Township 2,Attorney General,,CST,Justin L. Magill,9,0,7,2
York,Springettsbury Township 1,Attorney General,,CST,Justin L. Magill,4,0,3,1
York,Springettsbury Township 2,Attorney General,,CST,Justin L. Magill,10,0,10,0
York,Springettsbury Township 3,Attorney General,,CST,Justin L. Magill,12,0,11,1
York,Springettsbury Township 4,Attorney General,,CST,Justin L. Magill,3,0,1,2
York,Springettsbury Township 5,Attorney General,,CST,Justin L. Magill,4,0,3,1
York,Springettsbury Township 6,Attorney General,,CST,Justin L. Magill,5,0,5,0
York,Springettsbury Township 7,Attorney General,,CST,Justin L. Magill,7,1,5,1
York,Springettsbury Township 8,Attorney General,,CST,Justin L. Magill,9,0,7,2
York,Springfield Township,Attorney General,,CST,Justin L. Magill,14,0,10,4
York,Spring Garden Township 1,Attorney General,,CST,Justin L. Magill,5,0,4,1
York,Spring Garden Township 2,Attorney General,,CST,Justin L. Magill,3,0,2,1
York,Spring Garden Township 3,Attorney General,,CST,Justin L. Magill,7,1,5,1
York,Spring Garden Township 4,Attorney General,,CST,Justin L. Magill,6,1,5,0
York,Spring Garden Township 5,Attorney General,,CST,Justin L. Magill,6,0,6,0
York,Warrington Township,Attorney General,,CST,Justin L. Magill,14,0,11,3
