county,precinct,precinct_name,party,office,district,candidate,votes
Centre,46,46 CURTIN SOUTH,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,23
Centre,46,46 CURTIN SOUTH,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,61
Centre,46,46 CURTIN SOUTH,GREEN,STRAIGHT PARTY,,GREEN,0
Centre,46,46 CURTIN SOUTH,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,0
Centre,46,46 CURTIN SOUTH,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,61
Centre,46,46 CURTIN SOUTH,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,105
Centre,46,46 CURTIN SOUTH,GREEN,UNITED STATES SENATOR,,NEAL GALE,2
Centre,46,46 CURTIN SOUTH,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,1
Centre,46,46 CURTIN SOUTH,,UNITED STATES SENATOR,,WRITE-IN,0
Centre,46,46 CURTIN SOUTH,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,61
Centre,46,46 CURTIN SOUTH,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,105
Centre,46,46 CURTIN SOUTH,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,0
Centre,46,46 CURTIN SOUTH,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,1
Centre,46,46 CURTIN SOUTH,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,46,46 CURTIN SOUTH,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,SUSAN BOSER,44
Centre,46,46 CURTIN SOUTH,REPUBLICAN,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,GLENN GT THOMPSON,126
Centre,46,46 CURTIN SOUTH,,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,WRITE-IN,0
Centre,46,46 CURTIN SOUTH,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,53
Centre,46,46 CURTIN SOUTH,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,113
Centre,46,46 CURTIN SOUTH,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,0
Centre,46,46 CURTIN SOUTH,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 76TH LEGISLATIVE,,MIKE HANNA,71
Centre,46,46 CURTIN SOUTH,REPUBLICAN,REPRESENTATIVE IN THE GENERAL ASSEMBLY 76TH LEGISLATIVE,,STEPHANIE BOROWICZ,100
Centre,46,46 CURTIN SOUTH,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 76TH LEGISLATIVE,,WRITE-IN,0
Centre,47,47 FERGUSON NORTH 1,,REGISTERED VOTERS - TOTAL,,,1667
Centre,47,47 FERGUSON NORTH 1,,BALLOTS CAST - TOTAL,,,1136
Centre,47,47 FERGUSON NORTH 1,,VOTER TURNOUT - TOTAL,,,
Centre,47,47 FERGUSON NORTH 1,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,336
Centre,47,47 FERGUSON NORTH 1,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,246
Centre,47,47 FERGUSON NORTH 1,GREEN,STRAIGHT PARTY,,GREEN,0
Centre,47,47 FERGUSON NORTH 1,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,1
Centre,47,47 FERGUSON NORTH 1,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,675
Centre,47,47 FERGUSON NORTH 1,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,429
Centre,47,47 FERGUSON NORTH 1,GREEN,UNITED STATES SENATOR,,NEAL GALE,9
Centre,47,47 FERGUSON NORTH 1,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,21
Centre,47,47 FERGUSON NORTH 1,,UNITED STATES SENATOR,,WRITE-IN,0
Centre,47,47 FERGUSON NORTH 1,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,695
Centre,47,47 FERGUSON NORTH 1,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,411
Centre,47,47 FERGUSON NORTH 1,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,3
Centre,47,47 FERGUSON NORTH 1,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,16
Centre,47,47 FERGUSON NORTH 1,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,2
Centre,47,47 FERGUSON NORTH 1,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,675
Centre,47,47 FERGUSON NORTH 1,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,454
Centre,47,47 FERGUSON NORTH 1,,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,WRITE-IN,0
Centre,47,47 FERGUSON NORTH 1,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,633
Centre,47,47 FERGUSON NORTH 1,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,488
Centre,47,47 FERGUSON NORTH 1,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,0
Centre,47,47 FERGUSON NORTH 1,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,ERIN MCCRACKEN,627
Centre,47,47 FERGUSON NORTH 1,REPUBLICAN,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,KERRY A BENNINGHOFF,498
Centre,47,47 FERGUSON NORTH 1,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,WRITE-IN,0
Centre,48,48 FERGUSON NORTH 2,,REGISTERED VOTERS - TOTAL,,,1403
Centre,48,48 FERGUSON NORTH 2,,BALLOTS CAST - TOTAL,,,763
Centre,48,48 FERGUSON NORTH 2,,VOTER TURNOUT - TOTAL,,,
Centre,48,48 FERGUSON NORTH 2,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,285
Centre,48,48 FERGUSON NORTH 2,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,151
Centre,48,48 FERGUSON NORTH 2,GREEN,STRAIGHT PARTY,,GREEN,1
Centre,48,48 FERGUSON NORTH 2,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,0
Centre,48,48 FERGUSON NORTH 2,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,487
Centre,48,48 FERGUSON NORTH 2,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,254
Centre,48,48 FERGUSON NORTH 2,GREEN,UNITED STATES SENATOR,,NEAL GALE,9
Centre,48,48 FERGUSON NORTH 2,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,9
Centre,48,48 FERGUSON NORTH 2,,UNITED STATES SENATOR,,WRITE-IN,0
Centre,48,48 FERGUSON NORTH 2,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,503
Centre,48,48 FERGUSON NORTH 2,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,247
Centre,48,48 FERGUSON NORTH 2,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,6
Centre,48,48 FERGUSON NORTH 2,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,6
Centre,48,48 FERGUSON NORTH 2,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,48,48 FERGUSON NORTH 2,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,487
Centre,48,48 FERGUSON NORTH 2,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,270
Centre,48,48 FERGUSON NORTH 2,,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,WRITE-IN,1
Centre,48,48 FERGUSON NORTH 2,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,477
Centre,48,48 FERGUSON NORTH 2,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,280
Centre,48,48 FERGUSON NORTH 2,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,1
Centre,48,48 FERGUSON NORTH 2,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST LEGISLATIVE,,RICK ROGERS,469
Centre,48,48 FERGUSON NORTH 2,REPUBLICAN,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST LEGISLATIVE,,RICH IRVIN,267
Centre,48,48 FERGUSON NORTH 2,LIBERTARIAN,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST LEGISLATIVE,,JOSEPH P SOLOSKI,19
Centre,48,48 FERGUSON NORTH 2,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST LEGISLATIVE,,WRITE-IN,0
Centre,49,49 FERGUSON NORTHEAST 1,,REGISTERED VOTERS - TOTAL,,,2389
Centre,49,49 FERGUSON NORTHEAST 1,,BALLOTS CAST - TOTAL,,,1085
Centre,49,49 FERGUSON NORTHEAST 1,,VOTER TURNOUT - TOTAL,,,
Centre,49,49 FERGUSON NORTHEAST 1,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,486
Centre,49,49 FERGUSON NORTHEAST 1,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,137
Centre,49,49 FERGUSON NORTHEAST 1,GREEN,STRAIGHT PARTY,,GREEN,0
Centre,49,49 FERGUSON NORTHEAST 1,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,5
Centre,49,49 FERGUSON NORTHEAST 1,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,815
Centre,49,49 FERGUSON NORTHEAST 1,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,236
Centre,49,49 FERGUSON NORTHEAST 1,GREEN,UNITED STATES SENATOR,,NEAL GALE,11
Centre,49,49 FERGUSON NORTHEAST 1,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,21
Centre,49,49 FERGUSON NORTHEAST 1,,UNITED STATES SENATOR,,WRITE-IN,0
Centre,49,49 FERGUSON NORTHEAST 1,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,818
Centre,49,49 FERGUSON NORTHEAST 1,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,229
Centre,49,49 FERGUSON NORTHEAST 1,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,9
Centre,49,49 FERGUSON NORTHEAST 1,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,19
Centre,49,49 FERGUSON NORTHEAST 1,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,2
Centre,49,49 FERGUSON NORTHEAST 1,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,814
Centre,49,49 FERGUSON NORTHEAST 1,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,263
Centre,49,49 FERGUSON NORTHEAST 1,,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,WRITE-IN,1
Centre,49,49 FERGUSON NORTHEAST 1,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,785
Centre,49,49 FERGUSON NORTHEAST 1,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,286
Centre,49,49 FERGUSON NORTHEAST 1,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,2
Centre,49,49 FERGUSON NORTHEAST 1,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,H SCOTT CONKLIN,555
Centre,49,49 FERGUSON NORTHEAST 1,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,WRITE-IN,15
Centre,49,49 FERGUSON NORTHEAST 1,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST LEGISLATIVE,,RICK ROGERS,274
Centre,49,49 FERGUSON NORTHEAST 1,REPUBLICAN,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST LEGISLATIVE,,RICH IRVIN,124
Centre,49,49 FERGUSON NORTHEAST 1,LIBERTARIAN,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST LEGISLATIVE,,JOSEPH P SOLOSKI,14
Centre,49,49 FERGUSON NORTHEAST 1,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST LEGISLATIVE,,WRITE-IN,0
Centre,50,50 FERGUSON NORTHEAST 2,,REGISTERED VOTERS - TOTAL,,,1438
Centre,50,50 FERGUSON NORTHEAST 2,,BALLOTS CAST - TOTAL,,,601
Centre,50,50 FERGUSON NORTHEAST 2,,VOTER TURNOUT - TOTAL,,,
Centre,50,50 FERGUSON NORTHEAST 2,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,240
Centre,50,50 FERGUSON NORTHEAST 2,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,70
Centre,50,50 FERGUSON NORTHEAST 2,GREEN,STRAIGHT PARTY,,GREEN,0
Centre,50,50 FERGUSON NORTHEAST 2,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,3
Centre,50,50 FERGUSON NORTHEAST 2,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,419
Centre,50,50 FERGUSON NORTHEAST 2,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,142
Centre,50,50 FERGUSON NORTHEAST 2,GREEN,UNITED STATES SENATOR,,NEAL GALE,14
Centre,50,50 FERGUSON NORTHEAST 2,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,22
Centre,50,50 FERGUSON NORTHEAST 2,,UNITED STATES SENATOR,,WRITE-IN,2
Centre,50,50 FERGUSON NORTHEAST 2,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,430
Centre,50,50 FERGUSON NORTHEAST 2,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,149
Centre,50,50 FERGUSON NORTHEAST 2,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,4
Centre,50,50 FERGUSON NORTHEAST 2,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,17
Centre,50,50 FERGUSON NORTHEAST 2,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,50,50 FERGUSON NORTHEAST 2,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,433
Centre,50,50 FERGUSON NORTHEAST 2,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,163
Centre,50,50 FERGUSON NORTHEAST 2,,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,WRITE-IN,2
Centre,50,50 FERGUSON NORTHEAST 2,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,419
Centre,50,50 FERGUSON NORTHEAST 2,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,177
Centre,50,50 FERGUSON NORTHEAST 2,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,1
Centre,50,50 FERGUSON NORTHEAST 2,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,H SCOTT CONKLIN,493
Centre,50,50 FERGUSON NORTHEAST 2,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE,,WRITE-IN,21
Centre,51,51 FERGUSON EAST,,REGISTERED VOTERS - TOTAL,,,1459
Centre,51,51 FERGUSON EAST,,BALLOTS CAST - TOTAL,,,1032
Centre,51,51 FERGUSON EAST,,VOTER TURNOUT - TOTAL,,,
Centre,51,51 FERGUSON EAST,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,287
Centre,51,51 FERGUSON EAST,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,240
Centre,51,51 FERGUSON EAST,GREEN,STRAIGHT PARTY,,GREEN,2
Centre,51,51 FERGUSON EAST,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,0
Centre,51,51 FERGUSON EAST,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,613
Centre,51,51 FERGUSON EAST,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,394
Centre,51,51 FERGUSON EAST,GREEN,UNITED STATES SENATOR,,NEAL GALE,6
Centre,51,51 FERGUSON EAST,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,13
Centre,51,51 FERGUSON EAST,,UNITED STATES SENATOR,,WRITE-IN,0
Centre,51,51 FERGUSON EAST,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,613
Centre,51,51 FERGUSON EAST,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,394
Centre,51,51 FERGUSON EAST,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,6
Centre,51,51 FERGUSON EAST,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,16
Centre,51,51 FERGUSON EAST,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,51,51 FERGUSON EAST,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,597
Centre,51,51 FERGUSON EAST,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,430
Centre,51,51 FERGUSON EAST,,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,WRITE-IN,1
Centre,51,51 FERGUSON EAST,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,567
Centre,51,51 FERGUSON EAST,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,455
Centre,51,51 FERGUSON EAST,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,0
Centre,51,51 FERGUSON EAST,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,ERIN MCCRACKEN,534
Centre,51,51 FERGUSON EAST,REPUBLICAN,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,KERRY A BENNINGHOFF,494
Centre,51,51 FERGUSON EAST,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,WRITE-IN,0
Centre,52,52 FERGUSON WEST,,REGISTERED VOTERS - TOTAL,,,1199
Centre,52,52 FERGUSON WEST,,BALLOTS CAST - TOTAL,,,902
Centre,52,52 FERGUSON WEST,,VOTER TURNOUT - TOTAL,,,
Centre,52,52 FERGUSON WEST,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,194
Centre,52,52 FERGUSON WEST,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,275
Centre,52,52 FERGUSON WEST,GREEN,STRAIGHT PARTY,,GREEN,2
Centre,52,52 FERGUSON WEST,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,1
Centre,52,52 FERGUSON WEST,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,435
Centre,52,52 FERGUSON WEST,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,442
Centre,52,52 FERGUSON WEST,GREEN,UNITED STATES SENATOR,,NEAL GALE,9
Centre,52,52 FERGUSON WEST,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,11
Centre,52,52 FERGUSON WEST,,UNITED STATES SENATOR,,WRITE-IN,1
Centre,52,52 FERGUSON WEST,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,426
Centre,52,52 FERGUSON WEST,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,456
Centre,52,52 FERGUSON WEST,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,7
Centre,52,52 FERGUSON WEST,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,8
Centre,52,52 FERGUSON WEST,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,2
Centre,52,52 FERGUSON WEST,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,414
Centre,52,52 FERGUSON WEST,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,481
Centre,52,52 FERGUSON WEST,,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,WRITE-IN,0
Centre,52,52 FERGUSON WEST,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,375
Centre,52,52 FERGUSON WEST,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,519
Centre,52,52 FERGUSON WEST,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,1
Centre,52,52 FERGUSON WEST,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST LEGISLATIVE,,RICK ROGERS,374
Centre,52,52 FERGUSON WEST,REPUBLICAN,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST LEGISLATIVE,,RICH IRVIN,499
Centre,52,52 FERGUSON WEST,LIBERTARIAN,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST LEGISLATIVE,,JOSEPH P SOLOSKI,26
Centre,52,52 FERGUSON WEST,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 81ST LEGISLATIVE,,WRITE-IN,0
Centre,53,53 GREGG,,REGISTERED VOTERS - TOTAL,,,1447
Centre,53,53 GREGG,,BALLOTS CAST - TOTAL,,,940
Centre,53,53 GREGG,,VOTER TURNOUT - TOTAL,,,
Centre,53,53 GREGG,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,153
Centre,53,53 GREGG,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,315
Centre,53,53 GREGG,GREEN,STRAIGHT PARTY,,GREEN,0
Centre,53,53 GREGG,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,3
Centre,53,53 GREGG,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,387
Centre,53,53 GREGG,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,531
Centre,53,53 GREGG,GREEN,UNITED STATES SENATOR,,NEAL GALE,9
Centre,53,53 GREGG,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,7
Centre,53,53 GREGG,,UNITED STATES SENATOR,,WRITE-IN,0
Centre,53,53 GREGG,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,380
Centre,53,53 GREGG,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,539
Centre,53,53 GREGG,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,9
Centre,53,53 GREGG,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,8
Centre,53,53 GREGG,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,53,53 GREGG,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,337
Centre,53,53 GREGG,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,588
Centre,53,53 GREGG,,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,WRITE-IN,1
Centre,53,53 GREGG,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,322
Centre,53,53 GREGG,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,609
Centre,53,53 GREGG,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,1
Centre,53,53 GREGG,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,ERIN MCCRACKEN,266
Centre,53,53 GREGG,REPUBLICAN,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,KERRY A BENNINGHOFF,667
Centre,53,53 GREGG,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,WRITE-IN,0
Centre,54,54 HAINES,,REGISTERED VOTERS - TOTAL,,,747
Centre,54,54 HAINES,,BALLOTS CAST - TOTAL,,,498
Centre,54,54 HAINES,,VOTER TURNOUT - TOTAL,,,
Centre,54,54 HAINES,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,86
Centre,54,54 HAINES,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,161
Centre,54,54 HAINES,GREEN,STRAIGHT PARTY,,GREEN,2
Centre,54,54 HAINES,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,1
Centre,54,54 HAINES,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,240
Centre,54,54 HAINES,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,246
Centre,54,54 HAINES,GREEN,UNITED STATES SENATOR,,NEAL GALE,6
Centre,54,54 HAINES,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,2
Centre,54,54 HAINES,,UNITED STATES SENATOR,,WRITE-IN,1
Centre,54,54 HAINES,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,217
Centre,54,54 HAINES,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,266
Centre,54,54 HAINES,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,1
Centre,54,54 HAINES,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,7
Centre,54,54 HAINES,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,1
Centre,54,54 HAINES,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,193
Centre,54,54 HAINES,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,296
