county,precinct_id,precinct,office,district,candidate,party,votes
Lehigh,11302,Allentown 13th Ward 2nd District,Governor,,Glover / Bowser-Bos,GRN,5
Lehigh,11303,Allentown 13th Ward 3rd District,Governor,,Glover / Bowser-Bos,GRN,7
Lehigh,11304,Allentown 13th Ward 4th District,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,11401,Allentown 14th Ward 1st District,Governor,,Glover / Bowser-Bos,GRN,3
Lehigh,11402,Allentown 14th Ward 2nd District,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,11501,Allentown 15th Ward 1st District,Governor,,Glover / Bowser-Bos,GRN,2
Lehigh,11502,Allentown 15th Ward 2nd District,Governor,,Glover / Bowser-Bos,GRN,2
Lehigh,11503,Allentown 15th Ward 3rd District,Governor,,Glover / Bowser-Bos,GRN,5
Lehigh,11504,Allentown 15th Ward 4th District,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,11601,Allentown 16th Ward 1st District,Governor,,Glover / Bowser-Bos,GRN,5
Lehigh,11602,Allentown 16th Ward 2nd District,Governor,,Glover / Bowser-Bos,GRN,5
Lehigh,11701,Allentown 17th Ward 1st District,Governor,,Glover / Bowser-Bos,GRN,1
Lehigh,11702,Allentown 17th Ward 2nd District,Governor,,Glover / Bowser-Bos,GRN,5
Lehigh,11703,Allentown 17th Ward 3rd District,Governor,,Glover / Bowser-Bos,GRN,6
Lehigh,11704,Allentown 17th Ward 4th District,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,11801,Allentown 18th Ward 1st District,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,11802,Allentown 18th Ward 2nd District,Governor,,Glover / Bowser-Bos,GRN,6
Lehigh,11901,Allentown 19th Ward 1st District,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,11902,Allentown 19th Ward 2nd District,Governor,,Glover / Bowser-Bos,GRN,7
Lehigh,11903,Allentown 19th Ward 3rd District,Governor,,Glover / Bowser-Bos,GRN,1
Lehigh,11904,Allentown 19th Ward 4th District,Governor,,Glover / Bowser-Bos,GRN,3
Lehigh,11905,Allentown 19th Ward 5th District,Governor,,Glover / Bowser-Bos,GRN,5
Lehigh,11906,Allentown 19th Ward 6th District,Governor,,Glover / Bowser-Bos,GRN,8
Lehigh,21001,Bethlehem 10th Ward 1st District,Governor,,Glover / Bowser-Bos,GRN,6
Lehigh,21101,Bethlehem 11th Ward 1st District,Governor,,Glover / Bowser-Bos,GRN,6
Lehigh,21201,Bethlehem 12th Ward 1st District,Governor,,Glover / Bowser-Bos,GRN,5
Lehigh,21202,Bethlehem 12th Ward 2nd District,Governor,,Glover / Bowser-Bos,GRN,2
Lehigh,21301,Bethlehem 13th Ward 1st District,Governor,,Glover / Bowser-Bos,GRN,7
Lehigh,21302,Bethlehem 13th Ward 2nd District,Governor,,Glover / Bowser-Bos,GRN,6
Lehigh,21303,Bethlehem 13th Ward 3rd District,Governor,,Glover / Bowser-Bos,GRN,3
Lehigh,21304,Bethlehem 13th Ward 4th District,Governor,,Glover / Bowser-Bos,GRN,3
Lehigh,21305,Bethlehem 13th Ward 5th District,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,21306,Bethlehem 13th Ward 6th District,Governor,,Glover / Bowser-Bos,GRN,1
Lehigh,21307,Bethlehem 13th Ward 7th District,Governor,,Glover / Bowser-Bos,GRN,5
Lehigh,21308,Bethlehem 13th Ward 8th District,Governor,,Glover / Bowser-Bos,GRN,3
Lehigh,30101,Alburtis,Governor,,Glover / Bowser-Bos,GRN,10
Lehigh,40101,Catasauqua 1st District,Governor,,Glover / Bowser-Bos,GRN,8
Lehigh,40102,Catasauqua 2nd District,Governor,,Glover / Bowser-Bos,GRN,5
Lehigh,40103,Catasauqua 3rd District,Governor,,Glover / Bowser-Bos,GRN,6
Lehigh,50101,Coopersburg,Governor,,Glover / Bowser-Bos,GRN,6
Lehigh,60101,Coplay 1st District,Governor,,Glover / Bowser-Bos,GRN,6
Lehigh,60102,Coplay 2nd District,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,70101,Emmaus 1st District,Governor,,Glover / Bowser-Bos,GRN,6
Lehigh,70102,Emmaus 2nd District,Governor,,Glover / Bowser-Bos,GRN,7
Lehigh,70103,Emmaus 3rd District,Governor,,Glover / Bowser-Bos,GRN,5
Lehigh,70104,Emmaus 4th District,Governor,,Glover / Bowser-Bos,GRN,8
Lehigh,70105,Emmaus 5th District,Governor,,Glover / Bowser-Bos,GRN,2
Lehigh,70106,Emmaus 6th District,Governor,,Glover / Bowser-Bos,GRN,6
Lehigh,80101,Fountain Hill 1st District,Governor,,Glover / Bowser-Bos,GRN,11
Lehigh,80102,Fountain Hill 2nd District,Governor,,Glover / Bowser-Bos,GRN,5
Lehigh,80103,Fountain Hill 3rd District,Governor,,Glover / Bowser-Bos,GRN,8
Lehigh,90101,Macungie,Governor,,Glover / Bowser-Bos,GRN,11
Lehigh,100101,Slatington 1st District,Governor,,Glover / Bowser-Bos,GRN,2
Lehigh,100102,Slatington 2nd District,Governor,,Glover / Bowser-Bos,GRN,2
Lehigh,100103,Slatington 3rd District,Governor,,Glover / Bowser-Bos,GRN,3
Lehigh,110101,Hanover,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,120101,Heidelberg,Governor,,Glover / Bowser-Bos,GRN,14
Lehigh,130101,Lower Macungie 1st District,Governor,,Glover / Bowser-Bos,GRN,9
Lehigh,130102,Lower Macungie 2nd District,Governor,,Glover / Bowser-Bos,GRN,19
Lehigh,130103,Lower Macungie 3rd District,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,130104,Lower Macungie 4th District,Governor,,Glover / Bowser-Bos,GRN,9
Lehigh,130105,Lower Macungie 5th District,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,130106,Lower Macungie 6th District,Governor,,Glover / Bowser-Bos,GRN,14
Lehigh,130107,Lower Macungie 7th District,Governor,,Glover / Bowser-Bos,GRN,6
Lehigh,130108,Lower Macungie 8th District,Governor,,Glover / Bowser-Bos,GRN,5
Lehigh,130109,Lower Macungie 9th District,Governor,,Glover / Bowser-Bos,GRN,1
Lehigh,130110,Lower Macungie 10th District,Governor,,Glover / Bowser-Bos,GRN,3
Lehigh,140101,Lower Milford,Governor,,Glover / Bowser-Bos,GRN,9
Lehigh,150101,Lowhill,Governor,,Glover / Bowser-Bos,GRN,2
Lehigh,160101,Lynn New Tripoli District,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,160102,Lynn Lynnville District,Governor,,Glover / Bowser-Bos,GRN,2
Lehigh,160103,Lynn Jacksonville District,Governor,,Glover / Bowser-Bos,GRN,2
Lehigh,170101,North Whitehall 1st District,Governor,,Glover / Bowser-Bos,GRN,10
Lehigh,170102,North Whitehall 2nd District,Governor,,Glover / Bowser-Bos,GRN,9
Lehigh,170103,North Whitehall 3rd District,Governor,,Glover / Bowser-Bos,GRN,3
Lehigh,170104,North Whitehall 4th District,Governor,,Glover / Bowser-Bos,GRN,3
Lehigh,170105,North Whitehall 5th District,Governor,,Glover / Bowser-Bos,GRN,2
Lehigh,170106,North Whitehall 6th District,Governor,,Glover / Bowser-Bos,GRN,6
Lehigh,180101,Salisbury 1st Ward,Governor,,Glover / Bowser-Bos,GRN,10
Lehigh,180201,Salisbury 2nd Ward,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,180301,Salisbury 3rd Ward 1st District,Governor,,Glover / Bowser-Bos,GRN,1
Lehigh,180302,Salisbury 3rd Ward 2nd District,Governor,,Glover / Bowser-Bos,GRN,5
Lehigh,180401,Salisbury 4th Ward 1st District,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,180402,Salisbury 4th Ward 2nd District,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,180501,Salisbury 5th Ward 1st District,Governor,,Glover / Bowser-Bos,GRN,2
Lehigh,180502,Salisbury 5th Ward 2nd District,Governor,,Glover / Bowser-Bos,GRN,7
Lehigh,190101,South Whitehall 1st District,Governor,,Glover / Bowser-Bos,GRN,12
Lehigh,190102,South Whitehall 2nd District,Governor,,Glover / Bowser-Bos,GRN,2
Lehigh,190103,South Whitehall 3rd District,Governor,,Glover / Bowser-Bos,GRN,6
Lehigh,190104,South Whitehall 4th District,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,190105,South Whitehall 5th District,Governor,,Glover / Bowser-Bos,GRN,2
Lehigh,190106,South Whitehall 6th District,Governor,,Glover / Bowser-Bos,GRN,3
Lehigh,190107,South Whitehall 7th District,Governor,,Glover / Bowser-Bos,GRN,5
Lehigh,190108,South Whitehall 8th District,Governor,,Glover / Bowser-Bos,GRN,11
Lehigh,200101,Upper Macungie 1st District,Governor,,Glover / Bowser-Bos,GRN,7
Lehigh,200102,Upper Macungie 2nd District,Governor,,Glover / Bowser-Bos,GRN,11
Lehigh,200103,Upper Macungie 3rd District,Governor,,Glover / Bowser-Bos,GRN,5
Lehigh,200104,Upper Macungie 4th District,Governor,,Glover / Bowser-Bos,GRN,3
Lehigh,200105,Upper Macungie 5th District,Governor,,Glover / Bowser-Bos,GRN,11
Lehigh,200106,Upper Macungie 6th District,Governor,,Glover / Bowser-Bos,GRN,7
Lehigh,200107,Upper Macungie 7th District,Governor,,Glover / Bowser-Bos,GRN,1
Lehigh,200108,Upper Macungie 8th District,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,210101,Upper Milford Eastern District,Governor,,Glover / Bowser-Bos,GRN,10
Lehigh,210102,Upper Milford Western District,Governor,,Glover / Bowser-Bos,GRN,11
Lehigh,220101,Upper Saucon 1st District,Governor,,Glover / Bowser-Bos,GRN,7
Lehigh,220102,Upper Saucon 2nd District,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,220103,Upper Saucon 3rd District,Governor,,Glover / Bowser-Bos,GRN,7
Lehigh,220104,Upper Saucon 4th District,Governor,,Glover / Bowser-Bos,GRN,12
Lehigh,220105,Upper Saucon 5th District,Governor,,Glover / Bowser-Bos,GRN,5
Lehigh,220106,Upper Saucon 6th District,Governor,,Glover / Bowser-Bos,GRN,1
Lehigh,230101,Washington Eastern District,Governor,,Glover / Bowser-Bos,GRN,1
Lehigh,230102,Washington Southern District,Governor,,Glover / Bowser-Bos,GRN,9
Lehigh,230103,Washington Western District,Governor,,Glover / Bowser-Bos,GRN,7
Lehigh,240101,Weisenberg,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,250101,Whitehall 1st District,Governor,,Glover / Bowser-Bos,GRN,3
Lehigh,250102,Whitehall 2nd District,Governor,,Glover / Bowser-Bos,GRN,3
Lehigh,250103,Whitehall 3rd District,Governor,,Glover / Bowser-Bos,GRN,1
Lehigh,250104,Whitehall 4th District,Governor,,Glover / Bowser-Bos,GRN,5
Lehigh,250105,Whitehall 5th District,Governor,,Glover / Bowser-Bos,GRN,3
Lehigh,250106,Whitehall 6th District,Governor,,Glover / Bowser-Bos,GRN,9
Lehigh,250107,Whitehall 7th District,Governor,,Glover / Bowser-Bos,GRN,7
Lehigh,250108,Whitehall 8th District,Governor,,Glover / Bowser-Bos,GRN,6
Lehigh,250109,Whitehall 9th District,Governor,,Glover / Bowser-Bos,GRN,6
Lehigh,250110,Whitehall 10th District,Governor,,Glover / Bowser-Bos,GRN,4
Lehigh,250111,Whitehall 11th District,Governor,,Glover / Bowser-Bos,GRN,11
Lehigh,250112,Whitehall 12th District,Governor,,Glover / Bowser-Bos,GRN,5
Lehigh,10101,Allentown 1st Ward 1st District,Governor,,Krawchuk/ Smith,Lib,3
Lehigh,10201,Allentown 2nd Ward 1st District,Governor,,Krawchuk/ Smith,Lib,5
Lehigh,10301,Allentown 3rd Ward 1st District,Governor,,Krawchuk/ Smith,Lib,7
Lehigh,10401,Allentown 4th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,2
Lehigh,10501,Allentown 5th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,7
Lehigh,10601,Allentown 6th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,0
Lehigh,10602,Allentown 6th Ward 2nd District,Governor,,Krawchuk/ Smith,Lib,4
Lehigh,10701,Allentown 7th Ward,Governor,,Krawchuk/ Smith,Lib,5
Lehigh,10801,Allentown 8th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,2
Lehigh,10802,Allentown 8th Ward 2nd District,Governor,,Krawchuk/ Smith,Lib,1
Lehigh,10803,Allentown 8th Ward 3rd District,Governor,,Krawchuk/ Smith,Lib,4
Lehigh,10804,Allentown 8th Ward 4th District,Governor,,Krawchuk/ Smith,Lib,9
Lehigh,10805,Allentown 8th Ward 5th District,Governor,,Krawchuk/ Smith,Lib,1
Lehigh,10806,Allentown 8th Ward 6th District,Governor,,Krawchuk/ Smith,Lib,3
Lehigh,10807,Allentown 8th Ward 7th District,Governor,,Krawchuk/ Smith,Lib,8
Lehigh,10901,Allentown 9th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,4
Lehigh,11001,Allentown 10th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,5
Lehigh,11003,Allentown 10th Ward 3rd District,Governor,,Krawchuk/ Smith,Lib,5
Lehigh,11004,Allentown 10th Ward 4th District,Governor,,Krawchuk/ Smith,Lib,0
Lehigh,11101,Allentown 11th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,6
Lehigh,11102,Allentown 11th Ward 2nd District,Governor,,Krawchuk/ Smith,Lib,3
Lehigh,11103,Allentown 11th Ward 3rd District,Governor,,Krawchuk/ Smith,Lib,3
Lehigh,11104,Allentown 11th Ward 4th District,Governor,,Krawchuk/ Smith,Lib,9
Lehigh,11105,Allentown 11th Ward 5th District,Governor,,Krawchuk/ Smith,Lib,2
Lehigh,11106,Allentown 11th Ward 6th District,Governor,,Krawchuk/ Smith,Lib,10
Lehigh,11107,Allentown 11th Ward 7th District,Governor,,Krawchuk/ Smith,Lib,3
Lehigh,11201,Allentown 12th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,6
Lehigh,11202,Allentown 12th Ward 2nd District,Governor,,Krawchuk/ Smith,Lib,4
Lehigh,11203,Allentown 12th Ward 3rd District,Governor,,Krawchuk/ Smith,Lib,4
Lehigh,11204,Allentown 12th Ward 4th District,Governor,,Krawchuk/ Smith,Lib,6
Lehigh,11205,Allentown 12th Ward 5th District,Governor,,Krawchuk/ Smith,Lib,0
Lehigh,11301,Allentown 13th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,9
Lehigh,11302,Allentown 13th Ward 2nd District,Governor,,Krawchuk/ Smith,Lib,9
Lehigh,11303,Allentown 13th Ward 3rd District,Governor,,Krawchuk/ Smith,Lib,3
Lehigh,11304,Allentown 13th Ward 4th District,Governor,,Krawchuk/ Smith,Lib,8
Lehigh,11401,Allentown 14th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,8
Lehigh,11402,Allentown 14th Ward 2nd District,Governor,,Krawchuk/ Smith,Lib,8
Lehigh,11501,Allentown 15th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,6
Lehigh,11502,Allentown 15th Ward 2nd District,Governor,,Krawchuk/ Smith,Lib,9
Lehigh,11503,Allentown 15th Ward 3rd District,Governor,,Krawchuk/ Smith,Lib,10
Lehigh,11504,Allentown 15th Ward 4th District,Governor,,Krawchuk/ Smith,Lib,4
Lehigh,11601,Allentown 16th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,6
Lehigh,11602,Allentown 16th Ward 2nd District,Governor,,Krawchuk/ Smith,Lib,8
Lehigh,11701,Allentown 17th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,7
Lehigh,11702,Allentown 17th Ward 2nd District,Governor,,Krawchuk/ Smith,Lib,5
Lehigh,11703,Allentown 17th Ward 3rd District,Governor,,Krawchuk/ Smith,Lib,6
Lehigh,11704,Allentown 17th Ward 4th District,Governor,,Krawchuk/ Smith,Lib,13
Lehigh,11801,Allentown 18th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,5
Lehigh,11802,Allentown 18th Ward 2nd District,Governor,,Krawchuk/ Smith,Lib,6
Lehigh,11901,Allentown 19th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,5
Lehigh,11902,Allentown 19th Ward 2nd District,Governor,,Krawchuk/ Smith,Lib,9
Lehigh,11903,Allentown 19th Ward 3rd District,Governor,,Krawchuk/ Smith,Lib,6
Lehigh,11904,Allentown 19th Ward 4th District,Governor,,Krawchuk/ Smith,Lib,6
Lehigh,11905,Allentown 19th Ward 5th District,Governor,,Krawchuk/ Smith,Lib,10
Lehigh,11906,Allentown 19th Ward 6th District,Governor,,Krawchuk/ Smith,Lib,6
Lehigh,21001,Bethlehem 10th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,7
Lehigh,21101,Bethlehem 11th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,10
Lehigh,21201,Bethlehem 12th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,9
Lehigh,21202,Bethlehem 12th Ward 2nd District,Governor,,Krawchuk/ Smith,Lib,6
Lehigh,21301,Bethlehem 13th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,8
Lehigh,21302,Bethlehem 13th Ward 2nd District,Governor,,Krawchuk/ Smith,Lib,11
Lehigh,21303,Bethlehem 13th Ward 3rd District,Governor,,Krawchuk/ Smith,Lib,15
Lehigh,21304,Bethlehem 13th Ward 4th District,Governor,,Krawchuk/ Smith,Lib,9
Lehigh,21305,Bethlehem 13th Ward 5th District,Governor,,Krawchuk/ Smith,Lib,8
Lehigh,21306,Bethlehem 13th Ward 6th District,Governor,,Krawchuk/ Smith,Lib,9
Lehigh,21307,Bethlehem 13th Ward 7th District,Governor,,Krawchuk/ Smith,Lib,11
Lehigh,21308,Bethlehem 13th Ward 8th District,Governor,,Krawchuk/ Smith,Lib,10
Lehigh,30101,Alburtis,Governor,,Krawchuk/ Smith,Lib,12
Lehigh,40101,Catasauqua 1st District,Governor,,Krawchuk/ Smith,Lib,10
Lehigh,40102,Catasauqua 2nd District,Governor,,Krawchuk/ Smith,Lib,17
Lehigh,40103,Catasauqua 3rd District,Governor,,Krawchuk/ Smith,Lib,14
Lehigh,50101,Coopersburg,Governor,,Krawchuk/ Smith,Lib,20
Lehigh,60101,Coplay 1st District,Governor,,Krawchuk/ Smith,Lib,8
Lehigh,60102,Coplay 2nd District,Governor,,Krawchuk/ Smith,Lib,9
Lehigh,70101,Emmaus 1st District,Governor,,Krawchuk/ Smith,Lib,6
Lehigh,70102,Emmaus 2nd District,Governor,,Krawchuk/ Smith,Lib,20
Lehigh,70103,Emmaus 3rd District,Governor,,Krawchuk/ Smith,Lib,8
Lehigh,70104,Emmaus 4th District,Governor,,Krawchuk/ Smith,Lib,14
Lehigh,70105,Emmaus 5th District,Governor,,Krawchuk/ Smith,Lib,10
Lehigh,70106,Emmaus 6th District,Governor,,Krawchuk/ Smith,Lib,11
Lehigh,80101,Fountain Hill 1st District,Governor,,Krawchuk/ Smith,Lib,9
Lehigh,80102,Fountain Hill 2nd District,Governor,,Krawchuk/ Smith,Lib,6
Lehigh,80103,Fountain Hill 3rd District,Governor,,Krawchuk/ Smith,Lib,4
Lehigh,90101,Macungie,Governor,,Krawchuk/ Smith,Lib,12
Lehigh,100101,Slatington 1st District,Governor,,Krawchuk/ Smith,Lib,5
Lehigh,100102,Slatington 2nd District,Governor,,Krawchuk/ Smith,Lib,5
Lehigh,100103,Slatington 3rd District,Governor,,Krawchuk/ Smith,Lib,8
Lehigh,110101,Hanover,Governor,,Krawchuk/ Smith,Lib,6
Lehigh,120101,Heidelberg,Governor,,Krawchuk/ Smith,Lib,9
Lehigh,130101,Lower Macungie 1st District,Governor,,Krawchuk/ Smith,Lib,21
Lehigh,130102,Lower Macungie 2nd District,Governor,,Krawchuk/ Smith,Lib,33
Lehigh,130103,Lower Macungie 3rd District,Governor,,Krawchuk/ Smith,Lib,15
Lehigh,130104,Lower Macungie 4th District,Governor,,Krawchuk/ Smith,Lib,13
Lehigh,130105,Lower Macungie 5th District,Governor,,Krawchuk/ Smith,Lib,9
Lehigh,130106,Lower Macungie 6th District,Governor,,Krawchuk/ Smith,Lib,28
Lehigh,130107,Lower Macungie 7th District,Governor,,Krawchuk/ Smith,Lib,9
Lehigh,130108,Lower Macungie 8th District,Governor,,Krawchuk/ Smith,Lib,10
Lehigh,130109,Lower Macungie 9th District,Governor,,Krawchuk/ Smith,Lib,6
Lehigh,130110,Lower Macungie 10th District,Governor,,Krawchuk/ Smith,Lib,10
Lehigh,140101,Lower Milford,Governor,,Krawchuk/ Smith,Lib,15
Lehigh,150101,Lowhill,Governor,,Krawchuk/ Smith,Lib,14
Lehigh,160101,Lynn New Tripoli District,Governor,,Krawchuk/ Smith,Lib,10
Lehigh,160102,Lynn Lynnville District,Governor,,Krawchuk/ Smith,Lib,7
Lehigh,160103,Lynn Jacksonville District,Governor,,Krawchuk/ Smith,Lib,4
Lehigh,170101,North Whitehall 1st District,Governor,,Krawchuk/ Smith,Lib,19
Lehigh,170102,North Whitehall 2nd District,Governor,,Krawchuk/ Smith,Lib,18
Lehigh,170103,North Whitehall 3rd District,Governor,,Krawchuk/ Smith,Lib,13
Lehigh,170104,North Whitehall 4th District,Governor,,Krawchuk/ Smith,Lib,15
Lehigh,170105,North Whitehall 5th District,Governor,,Krawchuk/ Smith,Lib,8
Lehigh,170106,North Whitehall 6th District,Governor,,Krawchuk/ Smith,Lib,8
Lehigh,180101,Salisbury 1st Ward,Governor,,Krawchuk/ Smith,Lib,10
Lehigh,180201,Salisbury 2nd Ward,Governor,,Krawchuk/ Smith,Lib,16
Lehigh,180301,Salisbury 3rd Ward 1st District,Governor,,Krawchuk/ Smith,Lib,4
Lehigh,180302,Salisbury 3rd Ward 2nd District,Governor,,Krawchuk/ Smith,Lib,16
Lehigh,180401,Salisbury 4th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,7
Lehigh,180402,Salisbury 4th Ward 2nd District,Governor,,Krawchuk/ Smith,Lib,3
Lehigh,180501,Salisbury 5th Ward 1st District,Governor,,Krawchuk/ Smith,Lib,3
Lehigh,180502,Salisbury 5th Ward 2nd District,Governor,,Krawchuk/ Smith,Lib,6
Lehigh,190101,South Whitehall 1st District,Governor,,Krawchuk/ Smith,Lib,12
Lehigh,190102,South Whitehall 2nd District,Governor,,Krawchuk/ Smith,Lib,9
Lehigh,190103,South Whitehall 3rd District,Governor,,Krawchuk/ Smith,Lib,4
Lehigh,190104,South Whitehall 4th District,Governor,,Krawchuk/ Smith,Lib,12
Lehigh,190105,South Whitehall 5th District,Governor,,Krawchuk/ Smith,Lib,14
Lehigh,190106,South Whitehall 6th District,Governor,,Krawchuk/ Smith,Lib,6
Lehigh,190107,South Whitehall 7th District,Governor,,Krawchuk/ Smith,Lib,12
Lehigh,190108,South Whitehall 8th District,Governor,,Krawchuk/ Smith,Lib,16
Lehigh,200101,Upper Macungie 1st District,Governor,,Krawchuk/ Smith,Lib,21
Lehigh,200102,Upper Macungie 2nd District,Governor,,Krawchuk/ Smith,Lib,26
Lehigh,200103,Upper Macungie 3rd District,Governor,,Krawchuk/ Smith,Lib,19
Lehigh,200104,Upper Macungie 4th District,Governor,,Krawchuk/ Smith,Lib,11
Lehigh,200105,Upper Macungie 5th District,Governor,,Krawchuk/ Smith,Lib,17
Lehigh,200106,Upper Macungie 6th District,Governor,,Krawchuk/ Smith,Lib,11
Lehigh,200107,Upper Macungie 7th District,Governor,,Krawchuk/ Smith,Lib,5
Lehigh,200108,Upper Macungie 8th District,Governor,,Krawchuk/ Smith,Lib,6
Lehigh,210101,Upper Milford Eastern District,Governor,,Krawchuk/ Smith,Lib,20
Lehigh,210102,Upper Milford Western District,Governor,,Krawchuk/ Smith,Lib,19
Lehigh,220101,Upper Saucon 1st District,Governor,,Krawchuk/ Smith,Lib,16
Lehigh,220102,Upper Saucon 2nd District,Governor,,Krawchuk/ Smith,Lib,10
Lehigh,220103,Upper Saucon 3rd District,Governor,,Krawchuk/ Smith,Lib,12
Lehigh,220104,Upper Saucon 4th District,Governor,,Krawchuk/ Smith,Lib,17
Lehigh,220105,Upper Saucon 5th District,Governor,,Krawchuk/ Smith,Lib,10
Lehigh,220106,Upper Saucon 6th District,Governor,,Krawchuk/ Smith,Lib,10
Lehigh,230101,Washington Eastern District,Governor,,Krawchuk/ Smith,Lib,4
Lehigh,230102,Washington Southern District,Governor,,Krawchuk/ Smith,Lib,23
Lehigh,230103,Washington Western District,Governor,,Krawchuk/ Smith,Lib,2
Lehigh,240101,Weisenberg,Governor,,Krawchuk/ Smith,Lib,24
Lehigh,250101,Whitehall 1st District,Governor,,Krawchuk/ Smith,Lib,13
Lehigh,250102,Whitehall 2nd District,Governor,,Krawchuk/ Smith,Lib,7
Lehigh,250103,Whitehall 3rd District,Governor,,Krawchuk/ Smith,Lib,7
Lehigh,250104,Whitehall 4th District,Governor,,Krawchuk/ Smith,Lib,10
Lehigh,250105,Whitehall 5th District,Governor,,Krawchuk/ Smith,Lib,4
Lehigh,250106,Whitehall 6th District,Governor,,Krawchuk/ Smith,Lib,8
Lehigh,250107,Whitehall 7th District,Governor,,Krawchuk/ Smith,Lib,11
Lehigh,250108,Whitehall 8th District,Governor,,Krawchuk/ Smith,Lib,12
Lehigh,250109,Whitehall 9th District,Governor,,Krawchuk/ Smith,Lib,16
Lehigh,250110,Whitehall 10th District,Governor,,Krawchuk/ Smith,Lib,13
Lehigh,250111,Whitehall 11th District,Governor,,Krawchuk/ Smith,Lib,19
Lehigh,250112,Whitehall 12th District,Governor,,Krawchuk/ Smith,Lib,8
Lehigh,10101,Allentown 1st Ward 1st District,State Senate,16,Mark Pinsley,Dem,349
Lehigh,10201,Allentown 2nd Ward 1st District,State Senate,16,Mark Pinsley,Dem,242
Lehigh,10301,Allentown 3rd Ward 1st District,State Senate,16,Mark Pinsley,Dem,305
Lehigh,10401,Allentown 4th Ward 1st District,State Senate,16,Mark Pinsley,Dem,217
Lehigh,10501,Allentown 5th Ward 1st District,State Senate,16,Mark Pinsley,Dem,265
Lehigh,10601,Allentown 6th Ward 1st District,State Senate,16,Mark Pinsley,Dem,158
Lehigh,10602,Allentown 6th Ward 2nd District,State Senate,16,Mark Pinsley,Dem,226
Lehigh,10701,Allentown 7th Ward,State Senate,16,Mark Pinsley,Dem,377
Lehigh,10801,Allentown 8th Ward 1st District,State Senate,16,Mark Pinsley,Dem,154
Lehigh,10802,Allentown 8th Ward 2nd District,State Senate,16,Mark Pinsley,Dem,214
Lehigh,10803,Allentown 8th Ward 3rd District,State Senate,16,Mark Pinsley,Dem,284
Lehigh,10804,Allentown 8th Ward 4th District,State Senate,16,Mark Pinsley,Dem,398
Lehigh,10805,Allentown 8th Ward 5th District,State Senate,16,Mark Pinsley,Dem,208
Lehigh,10806,Allentown 8th Ward 6th District,State Senate,16,Mark Pinsley,Dem,289
Lehigh,10807,Allentown 8th Ward 7th District,State Senate,16,Mark Pinsley,Dem,304
Lehigh,10901,Allentown 9th Ward 1st District,State Senate,16,Mark Pinsley,Dem,295
Lehigh,11001,Allentown 10th Ward 1st District,State Senate,16,Mark Pinsley,Dem,327
Lehigh,11003,Allentown 10th Ward 3rd District,State Senate,16,Mark Pinsley,Dem,244
Lehigh,11004,Allentown 10th Ward 4th District,State Senate,16,Mark Pinsley,Dem,261
Lehigh,11101,Allentown 11th Ward 1st District,State Senate,16,Mark Pinsley,Dem,232
Lehigh,11102,Allentown 11th Ward 2nd District,State Senate,16,Mark Pinsley,Dem,294
Lehigh,11103,Allentown 11th Ward 3rd District,State Senate,16,Mark Pinsley,Dem,322
Lehigh,11104,Allentown 11th Ward 4th District,State Senate,16,Mark Pinsley,Dem,704
Lehigh,11105,Allentown 11th Ward 5th District,State Senate,16,Mark Pinsley,Dem,264
