county,precinct,office,district,candidate,party,votes,absentee,election_day,emergency,provisional,federal
Westmoreland,0400 ARONA BOROUGH,State House,58,Justin Walsh,REP,79,3,76,0,0,0
Westmoreland,0400 ARONA BOROUGH,State House,58,Write-ins,,0,0,0,0,0,0
Westmoreland,0500 AVONMORE BOROUGH,,,Registered Voters,,583,,,,,
Westmoreland,0500 AVONMORE BOROUGH,,,Ballots Cast,,316,9,305,0,2,0
Westmoreland,0500 AVONMORE BOROUGH,Straight Party,,Democratic,DEM,103,2,101,0,0,0
Westmoreland,0500 AVONMORE BOROUGH,Straight Party,,Republican,REP,81,4,77,0,0,0
Westmoreland,0500 AVONMORE BOROUGH,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,0500 AVONMORE BOROUGH,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,0500 AVONMORE BOROUGH,U.S. Senate,,Bob Casey Jr,DEM,176,4,172,0,0,0
Westmoreland,0500 AVONMORE BOROUGH,U.S. Senate,,Lou Barletta,REP,132,5,126,0,1,0
Westmoreland,0500 AVONMORE BOROUGH,U.S. Senate,,Neal Gale,GRN,2,0,1,0,1,0
Westmoreland,0500 AVONMORE BOROUGH,U.S. Senate,,Dale R Kerns Jr,LIB,2,0,2,0,0,0
Westmoreland,0500 AVONMORE BOROUGH,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,0500 AVONMORE BOROUGH,Governor,,Tom Wolf,DEM,180,3,176,0,1,0
Westmoreland,0500 AVONMORE BOROUGH,Governor,,Scott R Wagner,REP,132,6,125,0,1,0
Westmoreland,0500 AVONMORE BOROUGH,Governor,,Paul Glover,GRN,1,0,1,0,0,0
Westmoreland,0500 AVONMORE BOROUGH,Governor,,Ken V Krawchuk,LIB,0,0,0,0,0,0
Westmoreland,0500 AVONMORE BOROUGH,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,0500 AVONMORE BOROUGH,U.S. House,14,Bibiana Boerio,DEM,162,3,159,0,0,0
Westmoreland,0500 AVONMORE BOROUGH,U.S. House,14,Guy Reschenthaler,REP,147,6,139,0,2,0
Westmoreland,0500 AVONMORE BOROUGH,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,0500 AVONMORE BOROUGH,State House,55,Joseph A Petrarca,DEM,246,5,240,0,1,0
Westmoreland,0500 AVONMORE BOROUGH,State House,55,Write-ins,,3,0,3,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,,,Registered Voters,,861,,,,,
Westmoreland,0603 BELL TWP - PERRYSVILLE,,,Ballots Cast,,529,23,506,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,Straight Party,,Democratic,DEM,83,4,79,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,Straight Party,,Republican,REP,198,12,186,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,U.S. Senate,,Bob Casey Jr,DEM,172,6,166,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,U.S. Senate,,Lou Barletta,REP,345,17,328,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,U.S. Senate,,Neal Gale,GRN,1,0,1,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,U.S. Senate,,Dale R Kerns Jr,LIB,5,0,5,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,Governor,,Tom Wolf,DEM,170,6,164,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,Governor,,Scott R Wagner,REP,350,16,334,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,Governor,,Paul Glover,GRN,1,0,1,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,Governor,,Ken V Krawchuk,LIB,4,1,3,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,U.S. House,14,Bibiana Boerio,DEM,155,6,149,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,U.S. House,14,Guy Reschenthaler,REP,369,17,352,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,State House,55,Joseph A Petrarca,DEM,313,8,305,0,0,0
Westmoreland,0603 BELL TWP - PERRYSVILLE,State House,55,Write-ins,,13,1,12,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,,,Registered Voters,,352,,,,,
Westmoreland,0606 BELL TWP - ROARING RUN,,,Ballots Cast,,225,11,214,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,Straight Party,,Democratic,DEM,42,4,38,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,Straight Party,,Republican,REP,80,3,77,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,U.S. Senate,,Bob Casey Jr,DEM,88,5,83,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,U.S. Senate,,Lou Barletta,REP,131,6,125,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,U.S. Senate,,Neal Gale,GRN,1,0,1,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,U.S. Senate,,Dale R Kerns Jr,LIB,0,0,0,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,Governor,,Tom Wolf,DEM,95,5,90,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,Governor,,Scott R Wagner,REP,121,6,115,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,Governor,,Paul Glover,GRN,1,0,1,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,Governor,,Ken V Krawchuk,LIB,1,0,1,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,Governor,,Write-ins,,1,0,1,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,U.S. House,14,Bibiana Boerio,DEM,78,5,73,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,U.S. House,14,Guy Reschenthaler,REP,139,6,133,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,U.S. House,14,Write-ins,,1,0,1,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,State House,55,Joseph A Petrarca,DEM,141,4,137,0,0,0
Westmoreland,0606 BELL TWP - ROARING RUN,State House,55,Write-ins,,6,0,6,0,0,0
Westmoreland,0609 BELL TWP - SALINA,,,Registered Voters,,277,,,,,
Westmoreland,0609 BELL TWP - SALINA,,,Ballots Cast,,162,5,157,0,0,0
Westmoreland,0609 BELL TWP - SALINA,Straight Party,,Democratic,DEM,30,1,29,0,0,0
Westmoreland,0609 BELL TWP - SALINA,Straight Party,,Republican,REP,44,1,43,0,0,0
Westmoreland,0609 BELL TWP - SALINA,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,0609 BELL TWP - SALINA,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,0609 BELL TWP - SALINA,U.S. Senate,,Bob Casey Jr,DEM,74,3,71,0,0,0
Westmoreland,0609 BELL TWP - SALINA,U.S. Senate,,Lou Barletta,REP,83,2,81,0,0,0
Westmoreland,0609 BELL TWP - SALINA,U.S. Senate,,Neal Gale,GRN,1,0,1,0,0,0
Westmoreland,0609 BELL TWP - SALINA,U.S. Senate,,Dale R Kerns Jr,LIB,2,0,2,0,0,0
Westmoreland,0609 BELL TWP - SALINA,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,0609 BELL TWP - SALINA,Governor,,Tom Wolf,DEM,75,3,72,0,0,0
Westmoreland,0609 BELL TWP - SALINA,Governor,,Scott R Wagner,REP,81,2,79,0,0,0
Westmoreland,0609 BELL TWP - SALINA,Governor,,Paul Glover,GRN,0,0,0,0,0,0
Westmoreland,0609 BELL TWP - SALINA,Governor,,Ken V Krawchuk,LIB,3,0,3,0,0,0
Westmoreland,0609 BELL TWP - SALINA,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,0609 BELL TWP - SALINA,U.S. House,14,Bibiana Boerio,DEM,55,3,52,0,0,0
Westmoreland,0609 BELL TWP - SALINA,U.S. House,14,Guy Reschenthaler,REP,98,2,96,0,0,0
Westmoreland,0609 BELL TWP - SALINA,U.S. House,14,Write-ins,,1,0,1,0,0,0
Westmoreland,0609 BELL TWP - SALINA,State House,55,Joseph A Petrarca,DEM,116,3,113,0,0,0
Westmoreland,0609 BELL TWP - SALINA,State House,55,Write-ins,,6,0,6,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,,,Registered Voters,,259,,,,,
Westmoreland,0700 BOLIVAR BOROUGH,,,Ballots Cast,,131,0,131,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,Straight Party,,Democratic,DEM,21,0,21,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,Straight Party,,Republican,REP,30,0,30,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,Straight Party,,Green Party,GRN,1,0,1,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,U.S. Senate,,Bob Casey Jr,DEM,71,0,71,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,U.S. Senate,,Lou Barletta,REP,48,0,48,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,U.S. Senate,,Neal Gale,GRN,1,0,1,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,U.S. Senate,,Dale R Kerns Jr,LIB,6,0,6,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,Governor,,Tom Wolf,DEM,71,0,71,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,Governor,,Scott R Wagner,REP,54,0,54,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,Governor,,Paul Glover,GRN,1,0,1,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,Governor,,Ken V Krawchuk,LIB,5,0,5,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,U.S. House,13,Brent Ottaway,DEM,53,0,53,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,U.S. House,13,John Joyce,REP,69,0,69,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,U.S. House,13,Write-ins,,0,0,0,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,State House,59,Clare Dooley,DEM,41,0,41,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,State House,59,Mike Reese,REP,85,0,85,0,0,0
Westmoreland,0700 BOLIVAR BOROUGH,State House,59,Write-ins,,0,0,0,0,0,0
Westmoreland,0800 COOK TWP,,,Registered Voters,,1411,,,,,
Westmoreland,0800 COOK TWP,,,Ballots Cast,,847,43,804,0,0,0
Westmoreland,0800 COOK TWP,Straight Party,,Democratic,DEM,124,12,112,0,0,0
Westmoreland,0800 COOK TWP,Straight Party,,Republican,REP,363,18,345,0,0,0
Westmoreland,0800 COOK TWP,Straight Party,,Green Party,GRN,2,0,2,0,0,0
Westmoreland,0800 COOK TWP,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,0800 COOK TWP,U.S. Senate,,Bob Casey Jr,DEM,274,19,255,0,0,0
Westmoreland,0800 COOK TWP,U.S. Senate,,Lou Barletta,REP,542,21,521,0,0,0
Westmoreland,0800 COOK TWP,U.S. Senate,,Neal Gale,GRN,7,0,7,0,0,0
Westmoreland,0800 COOK TWP,U.S. Senate,,Dale R Kerns Jr,LIB,8,3,5,0,0,0
Westmoreland,0800 COOK TWP,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,0800 COOK TWP,Governor,,Tom Wolf,DEM,291,20,271,0,0,0
Westmoreland,0800 COOK TWP,Governor,,Scott R Wagner,REP,534,22,512,0,0,0
Westmoreland,0800 COOK TWP,Governor,,Paul Glover,GRN,6,0,6,0,0,0
Westmoreland,0800 COOK TWP,Governor,,Ken V Krawchuk,LIB,6,1,5,0,0,0
Westmoreland,0800 COOK TWP,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,0800 COOK TWP,U.S. House,13,Brent Ottaway,DEM,235,20,215,0,0,0
Westmoreland,0800 COOK TWP,U.S. House,13,John Joyce,REP,592,23,569,0,0,0
Westmoreland,0800 COOK TWP,U.S. House,13,Write-ins,,0,0,0,0,0,0
Westmoreland,0800 COOK TWP,State House,59,Clare Dooley,DEM,202,17,185,0,0,0
Westmoreland,0800 COOK TWP,State House,59,Mike Reese,REP,637,25,612,0,0,0
Westmoreland,0800 COOK TWP,State House,59,Write-ins,,0,0,0,0,0,0
Westmoreland,0900 DELMONT BOROUGH,,,Registered Voters,,1933,,,,,
Westmoreland,0900 DELMONT BOROUGH,,,Ballots Cast,,1212,44,1166,0,2,0
Westmoreland,0900 DELMONT BOROUGH,Straight Party,,Democratic,DEM,232,17,215,0,0,0
Westmoreland,0900 DELMONT BOROUGH,Straight Party,,Republican,REP,436,9,427,0,0,0
Westmoreland,0900 DELMONT BOROUGH,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,0900 DELMONT BOROUGH,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,0900 DELMONT BOROUGH,U.S. Senate,,Bob Casey Jr,DEM,494,24,470,0,0,0
Westmoreland,0900 DELMONT BOROUGH,U.S. Senate,,Lou Barletta,REP,686,19,666,0,1,0
Westmoreland,0900 DELMONT BOROUGH,U.S. Senate,,Neal Gale,GRN,7,0,7,0,0,0
Westmoreland,0900 DELMONT BOROUGH,U.S. Senate,,Dale R Kerns Jr,LIB,14,0,14,0,0,0
Westmoreland,0900 DELMONT BOROUGH,U.S. Senate,,Write-ins,,1,0,1,0,0,0
Westmoreland,0900 DELMONT BOROUGH,Governor,,Tom Wolf,DEM,541,25,516,0,0,0
Westmoreland,0900 DELMONT BOROUGH,Governor,,Scott R Wagner,REP,647,18,627,0,2,0
Westmoreland,0900 DELMONT BOROUGH,Governor,,Paul Glover,GRN,6,0,6,0,0,0
Westmoreland,0900 DELMONT BOROUGH,Governor,,Ken V Krawchuk,LIB,11,1,10,0,0,0
Westmoreland,0900 DELMONT BOROUGH,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,0900 DELMONT BOROUGH,U.S. House,14,Bibiana Boerio,DEM,456,23,433,0,0,0
Westmoreland,0900 DELMONT BOROUGH,U.S. House,14,Guy Reschenthaler,REP,749,21,726,0,2,0
Westmoreland,0900 DELMONT BOROUGH,U.S. House,14,Write-ins,,1,0,1,0,0,0
Westmoreland,0900 DELMONT BOROUGH,State House,57,Collin Warren,DEM,415,22,393,0,0,0
Westmoreland,0900 DELMONT BOROUGH,State House,57,Eric Nelson,REP,782,22,759,0,1,0
Westmoreland,0900 DELMONT BOROUGH,State House,57,Write-ins,,4,0,4,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,,,Registered Voters,,560,,,,,
Westmoreland,1010 DERRY BOROUGH - 1st WARD,,,Ballots Cast,,304,9,295,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,Straight Party,,Democratic,DEM,79,3,76,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,Straight Party,,Republican,REP,97,2,95,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,U.S. Senate,,Bob Casey Jr,DEM,147,6,141,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,U.S. Senate,,Lou Barletta,REP,146,3,143,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,U.S. Senate,,Neal Gale,GRN,2,0,2,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,U.S. Senate,,Dale R Kerns Jr,LIB,5,0,5,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,Governor,,Tom Wolf,DEM,160,6,154,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,Governor,,Scott R Wagner,REP,139,3,136,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,Governor,,Paul Glover,GRN,1,0,1,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,Governor,,Ken V Krawchuk,LIB,3,0,3,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,U.S. House,13,Brent Ottaway,DEM,129,5,124,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,U.S. House,13,John Joyce,REP,166,4,162,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,U.S. House,13,Write-ins,,0,0,0,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,State House,55,Joseph A Petrarca,DEM,225,7,218,0,0,0
Westmoreland,1010 DERRY BOROUGH - 1st WARD,State House,55,Write-ins,,4,0,4,0,0,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,,,Registered Voters,,394,,,,,
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,,,Ballots Cast,,195,8,186,0,1,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,Straight Party,,Democratic,DEM,43,2,41,0,0,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,Straight Party,,Republican,REP,66,0,66,0,0,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,U.S. Senate,,Bob Casey Jr,DEM,76,4,71,0,1,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,U.S. Senate,,Lou Barletta,REP,114,3,111,0,0,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,U.S. Senate,,Neal Gale,GRN,2,0,2,0,0,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,U.S. Senate,,Dale R Kerns Jr,LIB,3,1,2,0,0,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,Governor,,Tom Wolf,DEM,69,4,64,0,1,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,Governor,,Scott R Wagner,REP,119,3,116,0,0,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,Governor,,Paul Glover,GRN,4,0,4,0,0,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,Governor,,Ken V Krawchuk,LIB,2,1,1,0,0,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,U.S. House,13,Brent Ottaway,DEM,64,4,59,0,1,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,U.S. House,13,John Joyce,REP,127,4,123,0,0,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,U.S. House,13,Write-ins,,1,0,1,0,0,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,State House,55,Joseph A Petrarca,DEM,138,6,131,0,1,0
Westmoreland,1020 DERRY BOROUGH - 2nd WARD,State House,55,Write-ins,,2,0,2,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,,,Registered Voters,,283,,,,,
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,,,Ballots Cast,,142,3,139,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,Straight Party,,Democratic,DEM,26,1,25,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,Straight Party,,Republican,REP,51,1,50,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,U.S. Senate,,Bob Casey Jr,DEM,54,1,53,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,U.S. Senate,,Lou Barletta,REP,83,1,82,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,U.S. Senate,,Neal Gale,GRN,1,1,0,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,U.S. Senate,,Dale R Kerns Jr,LIB,2,0,2,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,Governor,,Tom Wolf,DEM,58,1,57,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,Governor,,Scott R Wagner,REP,82,1,81,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,Governor,,Paul Glover,GRN,0,0,0,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,Governor,,Ken V Krawchuk,LIB,2,1,1,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,U.S. House,13,Brent Ottaway,DEM,47,1,46,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,U.S. House,13,John Joyce,REP,93,2,91,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,U.S. House,13,Write-ins,,0,0,0,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,State House,55,Joseph A Petrarca,DEM,100,2,98,0,0,0
Westmoreland,1030 DERRY BOROUGH - 3rd WARD,State House,55,Write-ins,,1,0,1,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,,,Registered Voters,,308,,,,,
Westmoreland,1040 DERRY BOROUGH - 4th WARD,,,Ballots Cast,,166,3,163,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,Straight Party,,Democratic,DEM,44,1,43,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,Straight Party,,Republican,REP,55,0,55,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,U.S. Senate,,Bob Casey Jr,DEM,84,1,83,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,U.S. Senate,,Lou Barletta,REP,79,2,77,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,U.S. Senate,,Neal Gale,GRN,0,0,0,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,U.S. Senate,,Dale R Kerns Jr,LIB,2,0,2,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,Governor,,Tom Wolf,DEM,88,1,87,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,Governor,,Scott R Wagner,REP,75,1,74,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,Governor,,Paul Glover,GRN,0,0,0,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,Governor,,Ken V Krawchuk,LIB,3,1,2,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,U.S. House,13,Brent Ottaway,DEM,77,1,76,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,U.S. House,13,John Joyce,REP,87,2,85,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,U.S. House,13,Write-ins,,0,0,0,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,State House,55,Joseph A Petrarca,DEM,122,3,119,0,0,0
Westmoreland,1040 DERRY BOROUGH - 4th WARD,State House,55,Write-ins,,4,0,4,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,,,Registered Voters,,821,,,,,
Westmoreland,1103 DERRY TWP - ALTERS,,,Ballots Cast,,516,15,501,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,Straight Party,,Democratic,DEM,75,3,72,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,Straight Party,,Republican,REP,232,10,222,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,Straight Party,,Green Party,GRN,2,0,2,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,U.S. Senate,,Bob Casey Jr,DEM,156,5,151,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,U.S. Senate,,Lou Barletta,REP,345,9,336,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,U.S. Senate,,Neal Gale,GRN,3,0,3,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,U.S. Senate,,Dale R Kerns Jr,LIB,6,1,5,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,Governor,,Tom Wolf,DEM,165,5,160,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,Governor,,Scott R Wagner,REP,342,9,333,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,Governor,,Paul Glover,GRN,4,0,4,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,Governor,,Ken V Krawchuk,LIB,4,1,3,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,U.S. House,13,Brent Ottaway,DEM,142,4,138,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,U.S. House,13,John Joyce,REP,367,11,356,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,U.S. House,13,Write-ins,,0,0,0,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,State House,55,Joseph A Petrarca,DEM,304,6,298,0,0,0
Westmoreland,1103 DERRY TWP - ALTERS,State House,55,Write-ins,,10,0,10,0,0,0
Westmoreland,1106 DERRY TWP - BRADENVILLE,,,Registered Voters,,606,,,,,
Westmoreland,1106 DERRY TWP - BRADENVILLE,,,Ballots Cast,,289,11,278,0,0,0
Westmoreland,1106 DERRY TWP - BRADENVILLE,Straight Party,,Democratic,DEM,83,2,81,0,0,0
Westmoreland,1106 DERRY TWP - BRADENVILLE,Straight Party,,Republican,REP,69,2,67,0,0,0
