county,precinct,office,district,party,candidate,votes,absentee,election_day,mail,provisional
Bedford,3003 Southampton Township,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,3101 St. Clairsville Borough,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,3201 East St. Clair Township,U.S. House,13,,Write-ins,2,0,2,0,0
Bedford,3202 West St. Clair Township,U.S. House,13,,Write-ins,2,0,2,0,0
Bedford,3301 Pavia Township,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,3401 Woodbury Borough,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,3501 Woodbury Township,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,3601 South Woodbury Township,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,0101 Bedford Borough East Ward,State Senate,35,DEM,Shaun Dougherty,220,19,97,102,2
Bedford,0102 Bedford Borough West Ward,State Senate,35,DEM,Shaun Dougherty,231,16,91,121,3
Bedford,0201 Bedford Township No 1,State Senate,35,DEM,Shaun Dougherty,228,27,89,106,6
Bedford,0202 Bedford Township No 2,State Senate,35,DEM,Shaun Dougherty,323,33,90,199,1
Bedford,0301 Bloomfield Township,State Senate,35,DEM,Shaun Dougherty,64,4,42,18,0
Bedford,0401 Broad Top Township,State Senate,35,DEM,Shaun Dougherty,145,2,89,51,3
Bedford,0501 Coaldale Borough,State Senate,35,DEM,Shaun Dougherty,20,0,17,3,0
Bedford,0601 Colerain Township,State Senate,35,DEM,Shaun Dougherty,121,4,64,53,0
Bedford,0701 Cumberland Valley Township,State Senate,35,DEM,Shaun Dougherty,155,7,81,62,5
Bedford,0801 Everett Borough,State Senate,35,DEM,Shaun Dougherty,134,8,71,55,0
Bedford,0901 Harrison Township,State Senate,35,DEM,Shaun Dougherty,84,8,41,35,0
Bedford,1001 Hopewell Borough,State Senate,35,DEM,Shaun Dougherty,19,5,13,1,0
Bedford,1101 Hopewell Township,State Senate,35,DEM,Shaun Dougherty,154,8,73,73,0
Bedford,1201 Hyndman Borough,State Senate,35,DEM,Shaun Dougherty,74,3,52,19,0
Bedford,1301 Juniata Township,State Senate,35,DEM,Shaun Dougherty,100,4,56,39,1
Bedford,1401 Kimmel Township,State Senate,35,DEM,Shaun Dougherty,160,9,86,65,0
Bedford,1501 King Township,State Senate,35,DEM,Shaun Dougherty,61,6,29,25,1
Bedford,1601 Liberty Township,State Senate,35,DEM,Shaun Dougherty,191,9,90,92,0
Bedford,1701 Lincoln Township,State Senate,35,DEM,Shaun Dougherty,24,1,15,8,0
Bedford,1801 Londonderry Township,State Senate,35,DEM,Shaun Dougherty,107,6,50,51,0
Bedford,1901 Mann Township,State Senate,35,DEM,Shaun Dougherty,45,4,19,20,2
Bedford,2001 Manns Choice Borough,State Senate,35,DEM,Shaun Dougherty,37,1,24,11,1
Bedford,2101 Monroe Township,State Senate,35,DEM,Shaun Dougherty,81,2,41,37,1
Bedford,2201 Napier Township,State Senate,35,DEM,Shaun Dougherty,185,7,76,102,0
Bedford,2301 New Paris Borough,State Senate,35,DEM,Shaun Dougherty,22,1,13,8,0
Bedford,2401 Pleasantville Borough,State Senate,35,DEM,Shaun Dougherty,13,0,9,4,0
Bedford,2501 East Providence Township,State Senate,35,DEM,Shaun Dougherty,118,2,55,55,6
Bedford,2502 West Providence Township,State Senate,35,DEM,Shaun Dougherty,241,18,75,145,3
Bedford,2601 Rainsburg Borough,State Senate,35,DEM,Shaun Dougherty,8,0,4,4,0
Bedford,2701 Saxton Borough,State Senate,35,DEM,Shaun Dougherty,74,4,42,27,1
Bedford,2801 Schellsburg Borough,State Senate,35,DEM,Shaun Dougherty,27,1,13,13,0
Bedford,2901 Snake Spring Township,State Senate,35,DEM,Shaun Dougherty,32,14,86,32,0
Bedford,3003 Southampton Township,State Senate,35,DEM,Shaun Dougherty,55,8,18,28,1
Bedford,3101 St. Clairsville Borough,State Senate,35,DEM,Shaun Dougherty,5,0,1,4,0
Bedford,3201 East St. Clair Township,State Senate,35,DEM,Shaun Dougherty,287,10,114,159,4
Bedford,3202 West St. Clair Township,State Senate,35,DEM,Shaun Dougherty,148,11,74,63,0
Bedford,3301 Pavia Township,State Senate,35,DEM,Shaun Dougherty,20,0,12,7,1
Bedford,3401 Woodbury Borough,State Senate,35,DEM,Shaun Dougherty,21,3,12,5,1
Bedford,3501 Woodbury Township,State Senate,35,DEM,Shaun Dougherty,57,1,44,10,2
Bedford,3601 South Woodbury Township,State Senate,35,DEM,Shaun Dougherty,100,4,54,40,2
Bedford,0101 Bedford Borough East Ward,State Senate,35,REP,Wayne Langerholc Jr.,607,23,475,104,5
Bedford,0102 Bedford Borough West Ward,State Senate,35,REP,Wayne Langerholc Jr.,621,18,488,107,8
Bedford,0201 Bedford Township No 1,State Senate,35,REP,Wayne Langerholc Jr.,1215,42,962,171,40
Bedford,0202 Bedford Township No 2,State Senate,35,REP,Wayne Langerholc Jr.,1320,64,963,281,12
Bedford,0301 Bloomfield Township,State Senate,35,REP,Wayne Langerholc Jr.,512,6,456,43,7
Bedford,0401 Broad Top Township,State Senate,35,REP,Wayne Langerholc Jr.,550,16,473,43,18
Bedford,0501 Coaldale Borough,State Senate,35,REP,Wayne Langerholc Jr.,43,0,43,0,0
Bedford,0601 Colerain Township,State Senate,35,REP,Wayne Langerholc Jr.,588,9,515,57,7
Bedford,0701 Cumberland Valley Township,State Senate,35,REP,Wayne Langerholc Jr.,721,15,624,67,15
Bedford,0801 Everett Borough,State Senate,35,REP,Wayne Langerholc Jr.,594,18,504,65,7
Bedford,0901 Harrison Township,State Senate,35,REP,Wayne Langerholc Jr.,438,15,376,37,10
Bedford,1001 Hopewell Borough,State Senate,35,REP,Wayne Langerholc Jr.,79,1,72,6,0
Bedford,1101 Hopewell Township,State Senate,35,REP,Wayne Langerholc Jr.,952,16,818,109,9
Bedford,1201 Hyndman Borough,State Senate,35,REP,Wayne Langerholc Jr.,362,4,339,13,6
Bedford,1301 Juniata Township,State Senate,35,REP,Wayne Langerholc Jr.,485,7,437,41,0
Bedford,1401 Kimmel Township,State Senate,35,REP,Wayne Langerholc Jr.,723,15,626,78,4
Bedford,1501 King Township,State Senate,35,REP,Wayne Langerholc Jr.,651,11,573,62,5
Bedford,1601 Liberty Township,State Senate,35,REP,Wayne Langerholc Jr.,668,16,565,78,9
Bedford,1701 Lincoln Township,State Senate,35,REP,Wayne Langerholc Jr.,226,2,215,7,2
Bedford,1801 Londonderry Township,State Senate,35,REP,Wayne Langerholc Jr.,853,20,753,67,13
Bedford,1901 Mann Township,State Senate,35,REP,Wayne Langerholc Jr.,280,8,248,22,2
Bedford,2001 Manns Choice Borough,State Senate,35,REP,Wayne Langerholc Jr.,119,0,108,10,1
Bedford,2101 Monroe Township,State Senate,35,REP,Wayne Langerholc Jr.,699,10,632,46,11
Bedford,2201 Napier Township,State Senate,35,REP,Wayne Langerholc Jr.,1111,26,922,155,8
Bedford,2301 New Paris Borough,State Senate,35,REP,Wayne Langerholc Jr.,63,1,55,5,2
Bedford,2401 Pleasantville Borough,State Senate,35,REP,Wayne Langerholc Jr.,85,1,77,5,2
Bedford,2501 East Providence Township,State Senate,35,REP,Wayne Langerholc Jr.,870,20,744,77,29
Bedford,2502 West Providence Township,State Senate,35,REP,Wayne Langerholc Jr.,1548,33,1200,270,45
Bedford,2601 Rainsburg Borough,State Senate,35,REP,Wayne Langerholc Jr.,49,1,45,2,1
Bedford,2701 Saxton Borough,State Senate,35,REP,Wayne Langerholc Jr.,234,4,214,12,4
Bedford,2801 Schellsburg Borough,State Senate,35,REP,Wayne Langerholc Jr.,148,3,134,8,3
Bedford,2901 Snake Spring Township,State Senate,35,REP,Wayne Langerholc Jr.,868,34,662,156,16
Bedford,3003 Southampton Township,State Senate,35,REP,Wayne Langerholc Jr.,427,9,385,29,4
Bedford,3101 St. Clairsville Borough,State Senate,35,REP,Wayne Langerholc Jr.,38,2,30,6,0
Bedford,3201 East St. Clair Township,State Senate,35,REP,Wayne Langerholc Jr.,1364,40,1142,168,14
Bedford,3202 West St. Clair Township,State Senate,35,REP,Wayne Langerholc Jr.,897,20,779,88,10
Bedford,3301 Pavia Township,State Senate,35,REP,Wayne Langerholc Jr.,151,5,129,11,6
Bedford,3401 Woodbury Borough,State Senate,35,REP,Wayne Langerholc Jr.,132,4,116,12,0
Bedford,3501 Woodbury Township,State Senate,35,REP,Wayne Langerholc Jr.,532,18,474,35,5
Bedford,3601 South Woodbury Township,State Senate,35,REP,Wayne Langerholc Jr.,980,24,887,57,12
Bedford,0101 Bedford Borough East Ward,State Senate,35,,Write-ins,1,0,1,0,0
Bedford,0102 Bedford Borough West Ward,State Senate,35,,Write-ins,1,0,1,0,0
Bedford,0201 Bedford Township No 1,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,0202 Bedford Township No 2,State Senate,35,,Write-ins,1,0,1,0,0
Bedford,0301 Bloomfield Township,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,0401 Broad Top Township,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,0501 Coaldale Borough,State Senate,35,,Write-ins,1,0,0,1,0
Bedford,0601 Colerain Township,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,0701 Cumberland Valley Township,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,0801 Everett Borough,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,0901 Harrison Township,State Senate,35,,Write-ins,1,0,1,0,0
Bedford,1001 Hopewell Borough,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,1101 Hopewell Township,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,1201 Hyndman Borough,State Senate,35,,Write-ins,1,1,0,0,0
Bedford,1301 Juniata Township,State Senate,35,,Write-ins,2,0,1,1,0
Bedford,1401 Kimmel Township,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,1501 King Township,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,1601 Liberty Township,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,1701 Lincoln Township,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,1801 Londonderry Township,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,1901 Mann Township,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,2001 Manns Choice Borough,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,2101 Monroe Township,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,2201 Napier Township,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,2301 New Paris Borough,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,2401 Pleasantville Borough,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,2501 East Providence Township,State Senate,35,,Write-ins,2,0,2,0,0
Bedford,2502 West Providence Township,State Senate,35,,Write-ins,1,0,0,1,0
Bedford,2601 Rainsburg Borough,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,2701 Saxton Borough,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,2801 Schellsburg Borough,State Senate,35,,Write-ins,1,0,1,0,0
Bedford,2901 Snake Spring Township,State Senate,35,,Write-ins,2,0,2,0,0
Bedford,3003 Southampton Township,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,3101 St. Clairsville Borough,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,3201 East St. Clair Township,State Senate,35,,Write-ins,1,0,1,0,0
Bedford,3202 West St. Clair Township,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,3301 Pavia Township,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,3401 Woodbury Borough,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,3501 Woodbury Township,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,3601 South Woodbury Township,State Senate,35,,Write-ins,0,0,0,0,0
Bedford,0701 Cumberland Valley Township,State House,69,REP,Carl Walker Metzgar,787,18,659,96,14
Bedford,0901 Harrison Township,State House,69,REP,Carl Walker Metzgar,475,20,392,55,8
Bedford,1201 Hyndman Borough,State House,69,REP,Carl Walker Metzgar,404,6,371,21,6
Bedford,1301 Juniata Township,State House,69,REP,Carl Walker Metzgar,541,9,471,60,1
Bedford,1501 King Township,State House,69,REP,Carl Walker Metzgar,678,13,586,75,4
Bedford,1701 Lincoln Township,State House,69,REP,Carl Walker Metzgar,235,3,222,8,2
Bedford,1801 Londonderry Township,State House,69,REP,Carl Walker Metzgar,912,22,782,96,12
Bedford,2001 Manns Choice Borough,State House,69,REP,Carl Walker Metzgar,139,0,120,17,2
Bedford,2201 Napier Township,State House,69,REP,Carl Walker Metzgar,1208,30,962,208,8
Bedford,2301 New Paris Borough,State House,69,REP,Carl Walker Metzgar,79,2,65,11,1
Bedford,2401 Pleasantville Borough,State House,69,REP,Carl Walker Metzgar,93,1,84,7,1
Bedford,2801 Schellsburg Borough,State House,69,REP,Carl Walker Metzgar,162,3,141,16,2
Bedford,3202 West St. Clair Township,State House,69,REP,Carl Walker Metzgar,977,25,825,118,9
Bedford,0701 Cumberland Valley Township,State House,69,,Write-ins,16,1,8,6,1
Bedford,0901 Harrison Township,State House,69,,Write-ins,5,0,3,2,0
Bedford,1201 Hyndman Borough,State House,69,,Write-ins,9,1,3,5,0
Bedford,1301 Juniata Township,State House,69,,Write-ins,8,1,3,4,0
Bedford,1501 King Township,State House,69,,Write-ins,4,1,2,1,0
Bedford,1701 Lincoln Township,State House,69,,Write-ins,3,0,0,3,0
Bedford,1801 Londonderry Township,State House,69,,Write-ins,7,1,1,5,0
Bedford,2001 Manns Choice Borough,State House,69,,Write-ins,2,0,1,1,0
Bedford,2201 Napier Township,State House,69,,Write-ins,12,0,5,7,0
Bedford,2301 New Paris Borough,State House,69,,Write-ins,1,0,1,0,0
Bedford,2401 Pleasantville Borough,State House,69,,Write-ins,0,0,0,0,0
Bedford,2801 Schellsburg Borough,State House,69,,Write-ins,2,1,1,0,0
Bedford,3202 West St. Clair Township,State House,69,,Write-ins,16,0,2,14,0
Bedford,0101 Bedford Borough East Ward,State House,78,REP,Jesse Topper,710,36,524,144,6
Bedford,0102 Bedford Borough West Ward,State House,78,REP,Jesse Topper,751,28,550,168,5
Bedford,0201 Bedford Township No 1,State House,78,REP,Jesse Topper,1340,56,1011,230,43
Bedford,0202 Bedford Township No 2,State House,78,REP,Jesse Topper,1493,81,1012,388,12
Bedford,0301 Bloomfield Township,State House,78,REP,Jesse Topper,558,9,489,56,4
Bedford,0401 Broad Top Township,State House,78,REP,Jesse Topper,644,18,537,70,19
Bedford,0501 Coaldale Borough,State House,78,REP,Jesse Topper,52,0,49,3,0
Bedford,0601 Colerain Township,State House,78,REP,Jesse Topper,648,11,559,71,7
Bedford,0801 Everett Borough,State House,78,REP,Jesse Topper,678,22,550,99,7
Bedford,1001 Hopewell Borough,State House,78,REP,Jesse Topper,91,6,80,5,0
Bedford,1101 Hopewell Township,State House,78,REP,Jesse Topper,1037,20,870,142,5
Bedford,1401 Kimmel Township,State House,78,REP,Jesse Topper,821,20,682,115,4
Bedford,1601 Liberty Township,State House,78,REP,Jesse Topper,795,24,633,130,8
Bedford,1901 Mann Township,State House,78,REP,Jesse Topper,299,11,256,30,2
Bedford,2101 Monroe Township,State House,78,REP,Jesse Topper,739,11,656,61,11
Bedford,2501 East Providence Township,State House,78,REP,Jesse Topper,943,21,785,107,30
Bedford,2502 West Providence Township,State House,78,REP,Jesse Topper,1660,40,1251,341,28
Bedford,2601 Rainsburg Borough,State House,78,REP,Jesse Topper,51,1,44,5,1
Bedford,2701 Saxton Borough,State House,78,REP,Jesse Topper,279,6,243,26,4
Bedford,2901 Snake Spring Township,State House,78,REP,Jesse Topper,991,42,706,227,16
Bedford,3003 Southampton Township,State House,78,REP,Jesse Topper,456,14,405,33,4
Bedford,3101 St. Clairsville Borough,State House,78,REP,Jesse Topper,44,2,32,10,0
Bedford,3201 East St. Clair Township,State House,78,REP,Jesse Topper,1531,45,1225,248,13
Bedford,3301 Pavia Township,State House,78,REP,Jesse Topper,161,5,134,16,6
Bedford,3501 Woodbury Township,State House,78,REP,Jesse Topper,141,4,123,14,0
Bedford,3401 Woodbury Borough,State House,78,REP,Jesse Topper,560,19,495,40,6
Bedford,3601 South Woodbury Township,State House,78,REP,Jesse Topper,1045,26,929,77,13
Bedford,0101 Bedford Borough East Ward,State House,78,,Write-ins,57,4,25,28,0
Bedford,0102 Bedford Borough West Ward,State House,78,,Write-ins,33,3,10,20,0
Bedford,0201 Bedford Township No 1,State House,78,,Write-ins,17,4,5,7,1
Bedford,0202 Bedford Township No 2,State House,78,,Write-ins,61,8,20,33,0
Bedford,0301 Bloomfield Township,State House,78,,Write-ins,3,0,3,0,0
Bedford,0401 Broad Top Township,State House,78,,Write-ins,12,0,9,3,0
Bedford,0501 Coaldale Borough,State House,78,,Write-ins,1,0,1,0,0
Bedford,0601 Colerain Township,State House,78,,Write-ins,15,1,5,9,0
Bedford,0801 Everett Borough,State House,78,,Write-ins,6,0,2,4,0
Bedford,1001 Hopewell Borough,State House,78,,Write-ins,3,0,2,1,0
Bedford,1101 Hopewell Township,State House,78,,Write-ins,12,1,2,9,0
Bedford,1401 Kimmel Township,State House,78,,Write-ins,18,2,9,7,0
Bedford,1601 Liberty Township,State House,78,,Write-ins,15,0,8,7,0
Bedford,1901 Mann Township,State House,78,,Write-ins,4,0,0,3,1
Bedford,2101 Monroe Township,State House,78,,Write-ins,7,1,2,4,0
Bedford,2501 East Providence Township,State House,78,,Write-ins,10,1,7,2,0
Bedford,2502 West Providence Township,State House,78,,Write-ins,26,3,1,21,1
Bedford,2601 Rainsburg Borough,State House,78,,Write-ins,1,0,1,0,0
Bedford,2701 Saxton Borough,State House,78,,Write-ins,6,2,2,2,0
Bedford,2901 Snake Spring Township,State House,78,,Write-ins,29,2,13,14,0
Bedford,3003 Southampton Township,State House,78,,Write-ins,10,2,0,8,0
Bedford,3101 St. Clairsville Borough,State House,78,,Write-ins,0,0,0,0,0
Bedford,3201 East St. Clair Township,State House,78,,Write-ins,23,2,4,17,0
Bedford,3301 Pavia Township,State House,78,,Write-ins,1,0,0,1,0
Bedford,3501 Woodbury Township,State House,78,,Write-ins,1,0,0,1,0
Bedford,3401 Woodbury Borough,State House,78,,Write-ins,4,0,3,1,0
Bedford,3601 South Woodbury Township,State House,78,,Write-ins,6,0,2,4,0
