county,precinct,precinct_name,office,district,candidate,party,votes
Lehigh,190106,South Whitehall 6th District,Auditor General,,Timothy DeFoor,Rep,669
Lehigh,190106,South Whitehall 6th District,Auditor General,,Jennifer Moore,Lib,35
Lehigh,190106,South Whitehall 6th District,Auditor General,,Olivia Faison,Gre,10
Lehigh,190107,South Whitehall 7th District,Auditor General,,Nina Ahmad,Dem,406
Lehigh,190107,South Whitehall 7th District,Auditor General,,Timothy DeFoor,Rep,417
Lehigh,190107,South Whitehall 7th District,Auditor General,,Jennifer Moore,Lib,35
Lehigh,190107,South Whitehall 7th District,Auditor General,,Olivia Faison,Gre,20
Lehigh,190108,South Whitehall 8th District,Auditor General,,Nina Ahmad,Dem,1043
Lehigh,190108,South Whitehall 8th District,Auditor General,,Timothy DeFoor,Rep,1218
Lehigh,190108,South Whitehall 8th District,Auditor General,,Jennifer Moore,Lib,68
Lehigh,190108,South Whitehall 8th District,Auditor General,,Olivia Faison,Gre,27
Lehigh,200101,Upper Macungie 1st District,Auditor General,,Nina Ahmad,Dem,904
Lehigh,200101,Upper Macungie 1st District,Auditor General,,Timothy DeFoor,Rep,959
Lehigh,200101,Upper Macungie 1st District,Auditor General,,Jennifer Moore,Lib,52
Lehigh,200101,Upper Macungie 1st District,Auditor General,,Olivia Faison,Gre,26
Lehigh,200102,Upper Macungie 2nd District,Auditor General,,Nina Ahmad,Dem,1137
Lehigh,200102,Upper Macungie 2nd District,Auditor General,,Timothy DeFoor,Rep,1337
Lehigh,200102,Upper Macungie 2nd District,Auditor General,,Jennifer Moore,Lib,58
Lehigh,200102,Upper Macungie 2nd District,Auditor General,,Olivia Faison,Gre,22
Lehigh,200103,Upper Macungie 3rd District,Auditor General,,Nina Ahmad,Dem,709
Lehigh,200103,Upper Macungie 3rd District,Auditor General,,Timothy DeFoor,Rep,851
Lehigh,200103,Upper Macungie 3rd District,Auditor General,,Jennifer Moore,Lib,59
Lehigh,200103,Upper Macungie 3rd District,Auditor General,,Olivia Faison,Gre,15
Lehigh,200104,Upper Macungie 4th District,Auditor General,,Nina Ahmad,Dem,581
Lehigh,200104,Upper Macungie 4th District,Auditor General,,Timothy DeFoor,Rep,451
Lehigh,200104,Upper Macungie 4th District,Auditor General,,Jennifer Moore,Lib,29
Lehigh,200104,Upper Macungie 4th District,Auditor General,,Olivia Faison,Gre,14
Lehigh,200105,Upper Macungie 5th District,Auditor General,,Nina Ahmad,Dem,1571
Lehigh,200105,Upper Macungie 5th District,Auditor General,,Timothy DeFoor,Rep,1586
Lehigh,200105,Upper Macungie 5th District,Auditor General,,Jennifer Moore,Lib,74
Lehigh,200105,Upper Macungie 5th District,Auditor General,,Olivia Faison,Gre,35
Lehigh,200106,Upper Macungie 6th District,Auditor General,,Nina Ahmad,Dem,652
Lehigh,200106,Upper Macungie 6th District,Auditor General,,Timothy DeFoor,Rep,551
Lehigh,200106,Upper Macungie 6th District,Auditor General,,Jennifer Moore,Lib,52
Lehigh,200106,Upper Macungie 6th District,Auditor General,,Olivia Faison,Gre,20
Lehigh,200107,Upper Macungie 7th District,Auditor General,,Nina Ahmad,Dem,644
Lehigh,200107,Upper Macungie 7th District,Auditor General,,Timothy DeFoor,Rep,620
Lehigh,200107,Upper Macungie 7th District,Auditor General,,Jennifer Moore,Lib,43
Lehigh,200107,Upper Macungie 7th District,Auditor General,,Olivia Faison,Gre,22
Lehigh,200108,Upper Macungie 8th District,Auditor General,,Nina Ahmad,Dem,633
Lehigh,200108,Upper Macungie 8th District,Auditor General,,Timothy DeFoor,Rep,619
Lehigh,200108,Upper Macungie 8th District,Auditor General,,Jennifer Moore,Lib,66
Lehigh,200108,Upper Macungie 8th District,Auditor General,,Olivia Faison,Gre,18
Lehigh,210101,Upper Milford Eastern District,Auditor General,,Nina Ahmad,Dem,1196
Lehigh,210101,Upper Milford Eastern District,Auditor General,,Timothy DeFoor,Rep,1508
Lehigh,210101,Upper Milford Eastern District,Auditor General,,Jennifer Moore,Lib,82
Lehigh,210101,Upper Milford Eastern District,Auditor General,,Olivia Faison,Gre,31
Lehigh,210102,Upper Milford Western District,Auditor General,,Nina Ahmad,Dem,814
Lehigh,210102,Upper Milford Western District,Auditor General,,Timothy DeFoor,Rep,1399
Lehigh,210102,Upper Milford Western District,Auditor General,,Jennifer Moore,Lib,60
Lehigh,210102,Upper Milford Western District,Auditor General,,Olivia Faison,Gre,24
Lehigh,220101,Upper Saucon 1st District,Auditor General,,Nina Ahmad,Dem,879
Lehigh,220101,Upper Saucon 1st District,Auditor General,,Timothy DeFoor,Rep,1074
Lehigh,220101,Upper Saucon 1st District,Auditor General,,Jennifer Moore,Lib,55
Lehigh,220101,Upper Saucon 1st District,Auditor General,,Olivia Faison,Gre,14
Lehigh,220102,Upper Saucon 2nd District,Auditor General,,Nina Ahmad,Dem,588
Lehigh,220102,Upper Saucon 2nd District,Auditor General,,Timothy DeFoor,Rep,796
Lehigh,220102,Upper Saucon 2nd District,Auditor General,,Jennifer Moore,Lib,55
Lehigh,220102,Upper Saucon 2nd District,Auditor General,,Olivia Faison,Gre,17
Lehigh,220103,Upper Saucon 3rd District,Auditor General,,Nina Ahmad,Dem,470
Lehigh,220103,Upper Saucon 3rd District,Auditor General,,Timothy DeFoor,Rep,577
Lehigh,220103,Upper Saucon 3rd District,Auditor General,,Jennifer Moore,Lib,32
Lehigh,220103,Upper Saucon 3rd District,Auditor General,,Olivia Faison,Gre,14
Lehigh,220104,Upper Saucon 4th District,Auditor General,,Nina Ahmad,Dem,1346
Lehigh,220104,Upper Saucon 4th District,Auditor General,,Timothy DeFoor,Rep,1723
Lehigh,220104,Upper Saucon 4th District,Auditor General,,Jennifer Moore,Lib,85
Lehigh,220104,Upper Saucon 4th District,Auditor General,,Olivia Faison,Gre,28
Lehigh,220105,Upper Saucon 5th District,Auditor General,,Nina Ahmad,Dem,583
Lehigh,220105,Upper Saucon 5th District,Auditor General,,Timothy DeFoor,Rep,705
Lehigh,220105,Upper Saucon 5th District,Auditor General,,Jennifer Moore,Lib,33
Lehigh,220105,Upper Saucon 5th District,Auditor General,,Olivia Faison,Gre,6
Lehigh,220106,Upper Saucon 6th District,Auditor General,,Nina Ahmad,Dem,558
Lehigh,220106,Upper Saucon 6th District,Auditor General,,Timothy DeFoor,Rep,599
Lehigh,220106,Upper Saucon 6th District,Auditor General,,Jennifer Moore,Lib,30
Lehigh,220106,Upper Saucon 6th District,Auditor General,,Olivia Faison,Gre,12
Lehigh,230101,Washington Eastern District,Auditor General,,Nina Ahmad,Dem,186
Lehigh,230101,Washington Eastern District,Auditor General,,Timothy DeFoor,Rep,500
Lehigh,230101,Washington Eastern District,Auditor General,,Jennifer Moore,Lib,25
Lehigh,230101,Washington Eastern District,Auditor General,,Olivia Faison,Gre,9
Lehigh,230102,Washington Southern District,Auditor General,,Nina Ahmad,Dem,740
Lehigh,230102,Washington Southern District,Auditor General,,Timothy DeFoor,Rep,1590
Lehigh,230102,Washington Southern District,Auditor General,,Jennifer Moore,Lib,77
Lehigh,230102,Washington Southern District,Auditor General,,Olivia Faison,Gre,19
Lehigh,230103,Washington Western District,Auditor General,,Nina Ahmad,Dem,179
Lehigh,230103,Washington Western District,Auditor General,,Timothy DeFoor,Rep,413
Lehigh,230103,Washington Western District,Auditor General,,Jennifer Moore,Lib,24
Lehigh,230103,Washington Western District,Auditor General,,Olivia Faison,Gre,7
Lehigh,240101,Weisenberg,Auditor General,,Nina Ahmad,Dem,962
Lehigh,240101,Weisenberg,Auditor General,,Timothy DeFoor,Rep,2121
Lehigh,240101,Weisenberg,Auditor General,,Jennifer Moore,Lib,85
Lehigh,240101,Weisenberg,Auditor General,,Olivia Faison,Gre,27
Lehigh,250101,Whitehall 1st District,Auditor General,,Nina Ahmad,Dem,862
Lehigh,250101,Whitehall 1st District,Auditor General,,Timothy DeFoor,Rep,521
Lehigh,250101,Whitehall 1st District,Auditor General,,Jennifer Moore,Lib,45
Lehigh,250101,Whitehall 1st District,Auditor General,,Olivia Faison,Gre,13
Lehigh,250102,Whitehall 2nd District,Auditor General,,Nina Ahmad,Dem,298
Lehigh,250102,Whitehall 2nd District,Auditor General,,Timothy DeFoor,Rep,238
Lehigh,250102,Whitehall 2nd District,Auditor General,,Jennifer Moore,Lib,23
Lehigh,250102,Whitehall 2nd District,Auditor General,,Olivia Faison,Gre,11
Lehigh,250103,Whitehall 3rd District,Auditor General,,Nina Ahmad,Dem,586
Lehigh,250103,Whitehall 3rd District,Auditor General,,Timothy DeFoor,Rep,252
Lehigh,250103,Whitehall 3rd District,Auditor General,,Jennifer Moore,Lib,25
Lehigh,250103,Whitehall 3rd District,Auditor General,,Olivia Faison,Gre,10
Lehigh,250104,Whitehall 4th District,Auditor General,,Nina Ahmad,Dem,473
Lehigh,250104,Whitehall 4th District,Auditor General,,Timothy DeFoor,Rep,412
Lehigh,250104,Whitehall 4th District,Auditor General,,Jennifer Moore,Lib,45
Lehigh,250104,Whitehall 4th District,Auditor General,,Olivia Faison,Gre,14
Lehigh,250105,Whitehall 5th District,Auditor General,,Nina Ahmad,Dem,260
Lehigh,250105,Whitehall 5th District,Auditor General,,Timothy DeFoor,Rep,283
Lehigh,250105,Whitehall 5th District,Auditor General,,Jennifer Moore,Lib,21
Lehigh,250105,Whitehall 5th District,Auditor General,,Olivia Faison,Gre,5
Lehigh,250106,Whitehall 6th District,Auditor General,,Nina Ahmad,Dem,534
Lehigh,250106,Whitehall 6th District,Auditor General,,Timothy DeFoor,Rep,452
Lehigh,250106,Whitehall 6th District,Auditor General,,Jennifer Moore,Lib,51
Lehigh,250106,Whitehall 6th District,Auditor General,,Olivia Faison,Gre,15
Lehigh,250107,Whitehall 7th District,Auditor General,,Nina Ahmad,Dem,738
Lehigh,250107,Whitehall 7th District,Auditor General,,Timothy DeFoor,Rep,962
Lehigh,250107,Whitehall 7th District,Auditor General,,Jennifer Moore,Lib,39
Lehigh,250107,Whitehall 7th District,Auditor General,,Olivia Faison,Gre,13
Lehigh,250108,Whitehall 8th District,Auditor General,,Nina Ahmad,Dem,619
Lehigh,250108,Whitehall 8th District,Auditor General,,Timothy DeFoor,Rep,730
Lehigh,250108,Whitehall 8th District,Auditor General,,Jennifer Moore,Lib,48
Lehigh,250108,Whitehall 8th District,Auditor General,,Olivia Faison,Gre,14
Lehigh,250109,Whitehall 9th District,Auditor General,,Nina Ahmad,Dem,581
Lehigh,250109,Whitehall 9th District,Auditor General,,Timothy DeFoor,Rep,543
Lehigh,250109,Whitehall 9th District,Auditor General,,Jennifer Moore,Lib,41
Lehigh,250109,Whitehall 9th District,Auditor General,,Olivia Faison,Gre,12
Lehigh,250110,Whitehall 10th District,Auditor General,,Nina Ahmad,Dem,651
Lehigh,250110,Whitehall 10th District,Auditor General,,Timothy DeFoor,Rep,886
Lehigh,250110,Whitehall 10th District,Auditor General,,Jennifer Moore,Lib,52
Lehigh,250110,Whitehall 10th District,Auditor General,,Olivia Faison,Gre,14
Lehigh,250111,Whitehall 11th District,Auditor General,,Nina Ahmad,Dem,584
Lehigh,250111,Whitehall 11th District,Auditor General,,Timothy DeFoor,Rep,674
Lehigh,250111,Whitehall 11th District,Auditor General,,Jennifer Moore,Lib,39
Lehigh,250111,Whitehall 11th District,Auditor General,,Olivia Faison,Gre,11
Lehigh,250112,Whitehall 12th District,Auditor General,,Nina Ahmad,Dem,768
Lehigh,250112,Whitehall 12th District,Auditor General,,Timothy DeFoor,Rep,532
Lehigh,250112,Whitehall 12th District,Auditor General,,Jennifer Moore,Lib,40
Lehigh,250112,Whitehall 12th District,Auditor General,,Olivia Faison,Gre,25
Lehigh,10101,Allentown 1st Ward 1st District,State Treasurer,,Joe Torsella,Dem,496
Lehigh,10101,Allentown 1st Ward 1st District,State Treasurer,,Stacy L Garrity,Rep,136
Lehigh,10101,Allentown 1st Ward 1st District,State Treasurer,,Joe Soloski,Lib,14
Lehigh,10101,Allentown 1st Ward 1st District,State Treasurer,,Timothy Runkle,Gre,14
Lehigh,10201,Allentown 2nd Ward 1st District,State Treasurer,,Joe Torsella,Dem,431
Lehigh,10201,Allentown 2nd Ward 1st District,State Treasurer,,Stacy L Garrity,Rep,130
Lehigh,10201,Allentown 2nd Ward 1st District,State Treasurer,,Joe Soloski,Lib,19
Lehigh,10201,Allentown 2nd Ward 1st District,State Treasurer,,Timothy Runkle,Gre,13
Lehigh,10301,Allentown 3rd Ward 1st District,State Treasurer,,Joe Torsella,Dem,498
Lehigh,10301,Allentown 3rd Ward 1st District,State Treasurer,,Stacy L Garrity,Rep,151
Lehigh,10301,Allentown 3rd Ward 1st District,State Treasurer,,Joe Soloski,Lib,27
Lehigh,10301,Allentown 3rd Ward 1st District,State Treasurer,,Timothy Runkle,Gre,9
Lehigh,10401,Allentown 4th Ward 1st District,State Treasurer,,Joe Torsella,Dem,305
Lehigh,10401,Allentown 4th Ward 1st District,State Treasurer,,Stacy L Garrity,Rep,82
Lehigh,10401,Allentown 4th Ward 1st District,State Treasurer,,Joe Soloski,Lib,14
Lehigh,10401,Allentown 4th Ward 1st District,State Treasurer,,Timothy Runkle,Gre,10
Lehigh,10501,Allentown 5th Ward 1st District,State Treasurer,,Joe Torsella,Dem,401
Lehigh,10501,Allentown 5th Ward 1st District,State Treasurer,,Stacy L Garrity,Rep,115
Lehigh,10501,Allentown 5th Ward 1st District,State Treasurer,,Joe Soloski,Lib,14
Lehigh,10501,Allentown 5th Ward 1st District,State Treasurer,,Timothy Runkle,Gre,9
Lehigh,10601,Allentown 6th Ward 1st District,State Treasurer,,Joe Torsella,Dem,239
Lehigh,10601,Allentown 6th Ward 1st District,State Treasurer,,Stacy L Garrity,Rep,72
Lehigh,10601,Allentown 6th Ward 1st District,State Treasurer,,Joe Soloski,Lib,11
Lehigh,10601,Allentown 6th Ward 1st District,State Treasurer,,Timothy Runkle,Gre,7
Lehigh,10602,Allentown 6th Ward 2nd District,State Treasurer,,Joe Torsella,Dem,387
Lehigh,10602,Allentown 6th Ward 2nd District,State Treasurer,,Stacy L Garrity,Rep,141
Lehigh,10602,Allentown 6th Ward 2nd District,State Treasurer,,Joe Soloski,Lib,14
Lehigh,10602,Allentown 6th Ward 2nd District,State Treasurer,,Timothy Runkle,Gre,9
Lehigh,10701,Allentown 7th Ward,State Treasurer,,Joe Torsella,Dem,601
Lehigh,10701,Allentown 7th Ward,State Treasurer,,Stacy L Garrity,Rep,153
Lehigh,10701,Allentown 7th Ward,State Treasurer,,Joe Soloski,Lib,24
Lehigh,10701,Allentown 7th Ward,State Treasurer,,Timothy Runkle,Gre,21
Lehigh,10801,Allentown 8th Ward 1st District,State Treasurer,,Joe Torsella,Dem,215
Lehigh,10801,Allentown 8th Ward 1st District,State Treasurer,,Stacy L Garrity,Rep,75
Lehigh,10801,Allentown 8th Ward 1st District,State Treasurer,,Joe Soloski,Lib,9
Lehigh,10801,Allentown 8th Ward 1st District,State Treasurer,,Timothy Runkle,Gre,4
Lehigh,10802,Allentown 8th Ward 2nd District,State Treasurer,,Joe Torsella,Dem,283
Lehigh,10802,Allentown 8th Ward 2nd District,State Treasurer,,Stacy L Garrity,Rep,81
Lehigh,10802,Allentown 8th Ward 2nd District,State Treasurer,,Joe Soloski,Lib,6
Lehigh,10802,Allentown 8th Ward 2nd District,State Treasurer,,Timothy Runkle,Gre,7
Lehigh,10803,Allentown 8th Ward 3rd District,State Treasurer,,Joe Torsella,Dem,456
Lehigh,10803,Allentown 8th Ward 3rd District,State Treasurer,,Stacy L Garrity,Rep,119
Lehigh,10803,Allentown 8th Ward 3rd District,State Treasurer,,Joe Soloski,Lib,20
Lehigh,10803,Allentown 8th Ward 3rd District,State Treasurer,,Timothy Runkle,Gre,16
Lehigh,10804,Allentown 8th Ward 4th District,State Treasurer,,Joe Torsella,Dem,558
Lehigh,10804,Allentown 8th Ward 4th District,State Treasurer,,Stacy L Garrity,Rep,222
Lehigh,10804,Allentown 8th Ward 4th District,State Treasurer,,Joe Soloski,Lib,15
Lehigh,10804,Allentown 8th Ward 4th District,State Treasurer,,Timothy Runkle,Gre,15
Lehigh,10805,Allentown 8th Ward 5th District,State Treasurer,,Joe Torsella,Dem,258
Lehigh,10805,Allentown 8th Ward 5th District,State Treasurer,,Stacy L Garrity,Rep,91
Lehigh,10805,Allentown 8th Ward 5th District,State Treasurer,,Joe Soloski,Lib,5
Lehigh,10805,Allentown 8th Ward 5th District,State Treasurer,,Timothy Runkle,Gre,3
Lehigh,10806,Allentown 8th Ward 6th District,State Treasurer,,Joe Torsella,Dem,380
Lehigh,10806,Allentown 8th Ward 6th District,State Treasurer,,Stacy L Garrity,Rep,97
Lehigh,10806,Allentown 8th Ward 6th District,State Treasurer,,Joe Soloski,Lib,10
Lehigh,10806,Allentown 8th Ward 6th District,State Treasurer,,Timothy Runkle,Gre,10
Lehigh,10807,Allentown 8th Ward 7th District,State Treasurer,,Joe Torsella,Dem,425
Lehigh,10807,Allentown 8th Ward 7th District,State Treasurer,,Stacy L Garrity,Rep,254
Lehigh,10807,Allentown 8th Ward 7th District,State Treasurer,,Joe Soloski,Lib,14
Lehigh,10807,Allentown 8th Ward 7th District,State Treasurer,,Timothy Runkle,Gre,14
Lehigh,10901,Allentown 9th Ward 1st District,State Treasurer,,Joe Torsella,Dem,461
Lehigh,10901,Allentown 9th Ward 1st District,State Treasurer,,Stacy L Garrity,Rep,121
Lehigh,10901,Allentown 9th Ward 1st District,State Treasurer,,Joe Soloski,Lib,20
Lehigh,10901,Allentown 9th Ward 1st District,State Treasurer,,Timothy Runkle,Gre,13
Lehigh,11001,Allentown 10th Ward 1st District,State Treasurer,,Joe Torsella,Dem,504
Lehigh,11001,Allentown 10th Ward 1st District,State Treasurer,,Stacy L Garrity,Rep,129
Lehigh,11001,Allentown 10th Ward 1st District,State Treasurer,,Joe Soloski,Lib,20
Lehigh,11001,Allentown 10th Ward 1st District,State Treasurer,,Timothy Runkle,Gre,16
Lehigh,11003,Allentown 10th Ward 3rd District,State Treasurer,,Joe Torsella,Dem,371
Lehigh,11003,Allentown 10th Ward 3rd District,State Treasurer,,Stacy L Garrity,Rep,125
Lehigh,11003,Allentown 10th Ward 3rd District,State Treasurer,,Joe Soloski,Lib,14
Lehigh,11003,Allentown 10th Ward 3rd District,State Treasurer,,Timothy Runkle,Gre,6
Lehigh,11004,Allentown 10th Ward 4th District,State Treasurer,,Joe Torsella,Dem,394
Lehigh,11004,Allentown 10th Ward 4th District,State Treasurer,,Stacy L Garrity,Rep,91
Lehigh,11004,Allentown 10th Ward 4th District,State Treasurer,,Joe Soloski,Lib,21
Lehigh,11004,Allentown 10th Ward 4th District,State Treasurer,,Timothy Runkle,Gre,6
Lehigh,11101,Allentown 11th Ward 1st District,State Treasurer,,Joe Torsella,Dem,332
Lehigh,11101,Allentown 11th Ward 1st District,State Treasurer,,Stacy L Garrity,Rep,118
Lehigh,11101,Allentown 11th Ward 1st District,State Treasurer,,Joe Soloski,Lib,8
Lehigh,11101,Allentown 11th Ward 1st District,State Treasurer,,Timothy Runkle,Gre,7
Lehigh,11102,Allentown 11th Ward 2nd District,State Treasurer,,Joe Torsella,Dem,403
Lehigh,11102,Allentown 11th Ward 2nd District,State Treasurer,,Stacy L Garrity,Rep,119
Lehigh,11102,Allentown 11th Ward 2nd District,State Treasurer,,Joe Soloski,Lib,14
Lehigh,11102,Allentown 11th Ward 2nd District,State Treasurer,,Timothy Runkle,Gre,11
Lehigh,11103,Allentown 11th Ward 3rd District,State Treasurer,,Joe Torsella,Dem,439
Lehigh,11103,Allentown 11th Ward 3rd District,State Treasurer,,Stacy L Garrity,Rep,166
Lehigh,11103,Allentown 11th Ward 3rd District,State Treasurer,,Joe Soloski,Lib,24
Lehigh,11103,Allentown 11th Ward 3rd District,State Treasurer,,Timothy Runkle,Gre,11
Lehigh,11104,Allentown 11th Ward 4th District,State Treasurer,,Joe Torsella,Dem,751
Lehigh,11104,Allentown 11th Ward 4th District,State Treasurer,,Stacy L Garrity,Rep,237
Lehigh,11104,Allentown 11th Ward 4th District,State Treasurer,,Joe Soloski,Lib,25
Lehigh,11104,Allentown 11th Ward 4th District,State Treasurer,,Timothy Runkle,Gre,24
Lehigh,11105,Allentown 11th Ward 5th District,State Treasurer,,Joe Torsella,Dem,368
Lehigh,11105,Allentown 11th Ward 5th District,State Treasurer,,Stacy L Garrity,Rep,206
Lehigh,11105,Allentown 11th Ward 5th District,State Treasurer,,Joe Soloski,Lib,12
Lehigh,11105,Allentown 11th Ward 5th District,State Treasurer,,Timothy Runkle,Gre,10
Lehigh,11106,Allentown 11th Ward 6th District,State Treasurer,,Joe Torsella,Dem,590
Lehigh,11106,Allentown 11th Ward 6th District,State Treasurer,,Stacy L Garrity,Rep,361
Lehigh,11106,Allentown 11th Ward 6th District,State Treasurer,,Joe Soloski,Lib,28
Lehigh,11106,Allentown 11th Ward 6th District,State Treasurer,,Timothy Runkle,Gre,12
Lehigh,11107,Allentown 11th Ward 7th District,State Treasurer,,Joe Torsella,Dem,431
Lehigh,11107,Allentown 11th Ward 7th District,State Treasurer,,Stacy L Garrity,Rep,239
Lehigh,11107,Allentown 11th Ward 7th District,State Treasurer,,Joe Soloski,Lib,18
Lehigh,11107,Allentown 11th Ward 7th District,State Treasurer,,Timothy Runkle,Gre,15
Lehigh,11201,Allentown 12th Ward 1st District,State Treasurer,,Joe Torsella,Dem,455
Lehigh,11201,Allentown 12th Ward 1st District,State Treasurer,,Stacy L Garrity,Rep,177
Lehigh,11201,Allentown 12th Ward 1st District,State Treasurer,,Joe Soloski,Lib,21
Lehigh,11201,Allentown 12th Ward 1st District,State Treasurer,,Timothy Runkle,Gre,8
Lehigh,11202,Allentown 12th Ward 2nd District,State Treasurer,,Joe Torsella,Dem,594
Lehigh,11202,Allentown 12th Ward 2nd District,State Treasurer,,Stacy L Garrity,Rep,260
